age,sex,max_boulder,max_sport,exp,trainexp,season,days,height,weight,span,pullup,pushup,continuous,maxhang,weightedpull,repeaters1,longcamp,shortcamp,ohpr,ohll,dl,bmi_score,strength_to_weight_pullup,strength_to_weight_weightpull,strength_to_weight_maxhang,max_boulder_numeric,max_sport_french,max_sport_numeric
27,1,V8,5.12c/d,5-6 years,3-4 years,Year round,30,184.15,79.37866475,191.77,13.0,30.0,60.0,40.8233133,49.895160700000005,160.0,90.0,150.0,22.6796185,22.6796185,120.20197805000001,23.4,0.16377196619448048,1.6285714285714286,1.5142857142857145,7.0,Unknown,
26,2,V5,5.12a/b,7-8 years,1-2 years,7-9 months,41,172.72,64.86370891,172.72,13.0,30.0,60.0,36.287389600000004,27.2155422,130.0,106.0,117.0,,,,21.7,0.2004202383498887,1.4195804195804196,1.5594405594405594,4.0,Unknown,
24,2,I have not pursued bouldering goals outside in the past year,5.12a/b,5-6 years,1-2 years,1-3 months,40,162.56,55.791861510000004,165.1,13.0,23.0,59.0,24.04039561,28.576319310000002,257.0,74.0,107.0,,,,21.1,0.23300889499214703,1.5121951219512195,1.4308943089430894,,Unknown,
35,1,V6,5.13a/b,9-10 years,3-4 years,,40,175.26,71.21400209000001,173.99,18.0,39.0,26.0,16.329325320000002,40.8233133,137.0,118.0,137.0,,,,23.2,0.25275928148584687,1.573248407643312,1.229299363057325,5.0,Unknown,
37,1,V8,I have not pursued sport climbing goals outside in the past year,7-8 years,<1 year,7-9 months,50,177.038,59.874192840000006,177.8,17.0,45.0,60.0,24.947580350000003,,126.0,,,,,,19.1,0.28392867099567565,,1.4166666666666667,7.0,Unknown,
32,1,V8,5.12a/b,5-6 years,1-2 years,7-9 months,50,177.8,74.84274105,187.96,11.0,26.0,61.0,31.751465900000003,31.751465900000003,9.0,66.0,142.0,24.947580350000003,27.2155422,151.95344395,23.7,0.14697484145658504,1.4242424242424243,1.4242424242424243,7.0,Unknown,
39,1,V9,I have not pursued sport climbing goals outside in the past year,7-8 years,7-8 years,4-6 months,20,175.00600000000003,61.23496995,175.00600000000003,22.0,40.0,70.0,,45.359237,,,,,,,20.0,0.35927183467165236,1.7407407407407407,,8.0,Unknown,
33,1,V11,5.13c/d,>10 years,1-2 years,7-9 months,200,180.34,65.77089365,180.34,15.0,27.0,48.0,24.947580350000003,34.01942775,73.0,,,,,,20.2,0.2280644091567699,1.517241379310345,1.3793103448275863,10.0,Unknown,
36,1,V7,5.13a/b,>10 years,5-6 years,Year round,50,180.34,73.48196394,180.34,17.0,36.0,43.0,18.143694800000002,47.62719885,125.0,153.0,270.0,,,,22.6,0.23134928747795797,1.6481481481481481,1.2469135802469136,6.0,Unknown,
36,2,I have not pursued bouldering goals outside in the past year,5.12a/b,>10 years,3-4 years,7-9 months,90,177.8,73.93555631000001,172.72,5.0,29.0,11.0,0.0,9.979032140000001,23.0,,,15.875732950000002,15.875732950000002,79.83225712000001,23.4,0.06762646079290723,1.1349693251533741,1.0,,Unknown,
23,2,V7,5.12a/b,3-4 years,1-2 years,4-6 months,35,154.94,45.359237,160.02,15.0,33.0,41.0,18.59728717,24.947580350000003,100.0,92.0,105.0,12.70058636,12.70058636,,18.9,0.3306933932773164,1.55,1.41,6.0,Unknown,
31,1,V6,5.10a/b,3-4 years,3-4 years,4-6 months,18,182.88,79.37866475,187.96,15.0,31.0,30.0,36.287389600000004,36.287389600000004,90.0,59.0,100.0,27.2155422,27.2155422,174.63306245,23.7,0.18896765330132365,1.457142857142857,1.457142857142857,5.0,Unknown,
28,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,7-8 years,5-6 years,1-3 months,25,172.72,69.39963261,177.8,17.0,26.0,60.0,49.895160700000005,52.163122550000004,152.0,109.0,105.0,27.2155422,24.947580350000003,127.00586360000001,23.3,0.24495806909430842,1.7516339869281046,1.7189542483660132,,Unknown,
30,1,V10,I have not pursued sport climbing goals outside in the past year,9-10 years,1-2 years,Year round,50,179.07,79.37866475,193.04,16.0,31.0,50.0,45.359237,47.62719885,145.0,,,,,,24.8,0.20156549685474523,1.6,1.5714285714285714,9.0,Unknown,
39,1,V7,5.13a/b,>10 years,5-6 years,Year round,250,177.8,81.6466266,185.42000000000002,8.0,12.0,17.0,36.287389600000004,31.751465900000003,85.0,48.0,54.0,,,,25.8,0.09798322763772337,1.3888888888888888,1.4444444444444444,6.0,Unknown,
32,1,V5,5.12a/b,7-8 years,<1 year,7-9 months,50,177.8,70.30681735,172.72,12.0,15.0,14.0,15.875732950000002,20.41165665,45.0,15.0,28.0,18.143694800000002,18.143694800000002,83.91458845000001,22.2,0.17068046104635684,1.2903225806451613,1.2258064516129032,4.0,Unknown,
25,1,V7,5.12a/b,5-6 years,3-4 years,4-6 months,20,190.5,68.0388555,193.04,15.0,21.0,45.0,34.01942775,34.01942775,146.0,60.0,95.0,15.875732950000002,15.875732950000002,102.05828325,18.7,0.22046226218487758,1.5,1.5,6.0,Unknown,
26,1,V6,5.12a/b,3-4 years,1-2 years,4-6 months,75,175.26,72.57477920000001,184.15,10.0,30.0,61.0,31.751465900000003,27.2155422,135.0,45.0,84.0,,,,23.6,0.13778891386554848,1.375,1.4375,5.0,Unknown,
28,2,V6,5.12c/d,7-8 years,3-4 years,7-9 months,100,162.56,53.07030729,167.64000000000001,5.0,20.0,20.0,7.71107029,9.071847400000001,43.0,0.0,0.0,15.875732950000002,16.147888372,74.84274105,20.1,0.0942146419593494,1.170940170940171,1.1452991452991452,5.0,Unknown,
20,1,V10,5.13a/b,>10 years,7-8 years,7-9 months,100,182.88,71.66759446,182.88,19.0,37.0,70.0,45.359237,40.8233133,45.0,,,22.6796185,20.41165665,142.88159655,21.4,0.26511284693118187,1.5696202531645569,1.6329113924050633,9.0,Unknown,
33,1,V7,5.12a/b,7-8 years,3-4 years,Year round,100,187.96,78.01788764,187.96,14.0,23.0,36.0,15.875732950000002,43.544867520000004,123.0,86.0,155.0,24.04039561,24.04039561,147.41752025,22.1,0.17944602735978407,1.5581395348837208,1.2034883720930232,6.0,Unknown,
33,1,V7,5.12a/b,7-8 years,3-4 years,Year round,100,187.96,78.01788764,187.96,14.0,23.0,36.0,15.875732950000002,43.544867520000004,123.0,86.0,155.0,24.04039561,24.04039561,147.41752025,22.1,0.17944602735978407,1.5581395348837208,1.2034883720930232,6.0,Unknown,
39,2,V9,5.13c/d,>10 years,7-8 years,4-6 months,50,162.56,52.163122550000004,165.1,26.0,53.0,70.0,29.48350405,34.01942775,480.0,,,,,,19.7,0.4984364188527667,1.6521739130434783,1.565217391304348,8.0,Unknown,
39,2,V9,5.13c/d,>10 years,7-8 years,4-6 months,50,162.56,52.163122550000004,165.1,26.0,53.0,70.0,29.48350405,34.01942775,480.0,,,,,,19.7,0.4984364188527667,1.6521739130434783,1.565217391304348,8.0,Unknown,
35,1,V8,5.12c/d,>10 years,7-8 years,4-6 months,60,172.72,72.57477920000001,182.88,16.0,36.0,24.0,13.6077711,38.10175908,,128.0,150.0,19.958064280000002,19.958064280000002,124.73790175,24.3,0.22046226218487755,1.5250000000000001,1.1875,7.0,Unknown,
35,1,V8,5.12c/d,>10 years,7-8 years,4-6 months,60,172.72,72.57477920000001,182.88,16.0,36.0,24.0,13.6077711,38.10175908,,128.0,150.0,19.958064280000002,19.958064280000002,124.73790175,24.3,0.22046226218487755,1.5250000000000001,1.1875,7.0,Unknown,
29,2,V6,5.12a/b,5-6 years,<1 year,4-6 months,30,162.56,53.07030729,165.735,10.0,16.0,40.0,29.48350405,22.6796185,90.0,70.0,100.0,13.6077711,13.6077711,108.8621688,20.1,0.1884292839186988,1.4273504273504274,1.5555555555555556,5.0,Unknown,
29,2,V6,5.12a/b,5-6 years,<1 year,4-6 months,30,162.56,53.07030729,165.735,10.0,16.0,40.0,29.48350405,22.6796185,90.0,70.0,100.0,13.6077711,13.6077711,108.8621688,20.1,0.1884292839186988,1.4273504273504274,1.5555555555555556,5.0,Unknown,
26,1,V8,5.12a/b,7-8 years,3-4 years,4-6 months,50,167.64000000000001,64.86370891,167.64000000000001,10.0,21.0,28.0,24.947580350000003,22.6796185,123.0,,,,,,23.1,0.154169414115299,1.3496503496503498,1.3846153846153846,7.0,Unknown,
26,1,V8,5.12a/b,7-8 years,3-4 years,4-6 months,50,167.64000000000001,64.86370891,167.64000000000001,10.0,21.0,28.0,24.947580350000003,22.6796185,123.0,,,,,,23.1,0.154169414115299,1.3496503496503498,1.3846153846153846,7.0,Unknown,
38,1,V11,I have not pursued sport climbing goals outside in the past year,>10 years,3-4 years,7-9 months,62,174.625,66.22448602,179.705,14.0,31.0,45.0,34.926612490000004,29.48350405,117.0,58.0,110.0,20.41165665,17.69010243,102.05828325,21.7,0.21140216921837576,1.4452054794520548,1.5273972602739725,10.0,Unknown,
38,1,V11,I have not pursued sport climbing goals outside in the past year,>10 years,3-4 years,7-9 months,62,174.625,66.22448602,179.705,14.0,31.0,45.0,34.926612490000004,29.48350405,117.0,58.0,110.0,20.41165665,17.69010243,102.05828325,21.7,0.21140216921837576,1.4452054794520548,1.5273972602739725,10.0,Unknown,
39,2,,,,,,,,,,,,,,,,245.0,450.0,,,,,,,,,Unknown,
47,2,I have not pursued bouldering goals outside in the past year,5.12c/d,>10 years,5-6 years,4-6 months,60,157.48,52.163122550000004,157.48,8.0,13.0,32.0,,,,,,,,,21.0,0.15336505195469743,,,,Unknown,
45,1,V11,5.13c/d,>10 years,>10 years,Year round,160,172.72,66.67807839000001,172.72,23.0,43.0,85.0,47.62719885,45.359237,197.0,96.0,335.0,27.2155422,24.947580350000003,124.73790175,22.3,0.34494095443892403,1.6802721088435373,1.7142857142857142,10.0,Unknown,
31,1,V9,I have not pursued sport climbing goals outside in the past year,7-8 years,3-4 years,1-3 months,30,187.96,84.82177319,198.12,19.0,28.0,45.0,42.63768278,59.874192840000006,11.0,80.0,117.0,31.751465900000003,31.751465900000003,158.7573295,24.0,0.22399908992046386,1.7058823529411766,1.5026737967914436,8.0,Unknown,
31,2,V10,5.13c/d,>10 years,>10 years,7-9 months,150,167.64000000000001,58.9670081,,14.0,18.0,48.0,18.143694800000002,18.143694800000002,140.0,70.0,145.0,,,,21.0,0.23742089773756048,1.3076923076923077,1.3076923076923077,9.0,Unknown,
55,1,V8,5.13a/b,>10 years,>10 years,7-9 months,80,187.96,81.6466266,187.96,50.0,90.0,42.0,40.8233133,61.23496995,477.0,138.0,662.0,22.6796185,29.48350405,0.0,23.1,0.612395172735771,1.75,1.5,7.0,Unknown,
24,1,<V3,5.10a/b,7-8 years,1-2 years,7-9 months,12,185.42000000000002,90.718474,185.42000000000002,6.0,13.0,27.0,9.071847400000001,0.0,5.0,57.0,70.0,24.04039561,19.958064280000002,102.05828325,26.4,0.06613867865546327,1.0,1.0999999999999999,1.0,Unknown,
32,1,V7,5.13a/b,>10 years,3-4 years,1-3 months,45,180.34,67.13167076,182.88,18.0,35.0,45.0,36.287389600000004,52.163122550000004,135.0,105.0,152.0,,,,20.6,0.2681297783329592,1.7770270270270272,1.5405405405405403,6.0,Unknown,
27,1,V9,5.14a/b,9-10 years,3-4 years,Year round,100,180.34,79.37866475,438.15000000000003,10.0,38.0,28.0,31.751465900000003,45.359237,155.0,45.0,57.0,22.6796185,20.41165665,106.59420695,24.4,0.12597843553421575,1.5714285714285714,1.4,8.0,Unknown,
38,2,I have not pursued bouldering goals outside in the past year,5.12a/b,9-10 years,<1 year,Year round,90,175.26,59.420600470000004,182.88,2.0,4.0,32.0,,2.2679618500000003,,87.0,110.0,,,,19.3,0.03365836063891261,1.0381679389312977,,,Unknown,
36,2,I have not pursued bouldering goals outside in the past year,5.12c/d,9-10 years,5-6 years,Year round,25,166.37,55.791861510000004,170.18,12.0,37.0,53.0,23.586803240000002,18.143694800000002,475.0,140.0,509.0,,,,20.2,0.21508513383890493,1.3252032520325203,1.4227642276422765,,Unknown,
37,1,V7,I have not pursued sport climbing goals outside in the past year,9-10 years,7-8 years,4-6 months,15,185.42000000000002,77.1107029,185.42000000000002,16.0,23.0,63.0,35.38020486,,195.0,70.0,80.0,,,,22.4,0.20749389382106123,,1.4588235294117646,6.0,Unknown,
49,1,V5,5.12c/d,>10 years,5-6 years,4-6 months,75,181.61,72.57477920000001,190.5,16.0,17.0,31.0,8.164662660000001,31.751465900000003,90.0,40.0,71.0,18.143694800000002,15.875732950000002,,22.0,0.22046226218487755,1.4375,1.1125,4.0,Unknown,
37,2,V4,5.13a/b,>10 years,>10 years,4-6 months,75,168.91,54.4310844,170.18,8.0,11.0,42.0,8.164662660000001,15.875732950000002,90.0,57.0,131.0,13.6077711,13.6077711,61.23496995,19.1,0.14697484145658504,1.2916666666666667,1.1500000000000001,3.0,Unknown,
29,1,V8,I have not pursued sport climbing goals outside in the past year,7-8 years,3-4 years,7-9 months,50,177.8,74.84274105,182.88,13.0,36.0,30.0,27.2155422,31.751465900000003,78.0,56.0,60.0,,,,23.7,0.17369753990323689,1.4242424242424243,1.3636363636363638,7.0,Unknown,
35,1,I have not pursued bouldering goals outside in the past year,5.14a/b,5-6 years,3-4 years,7-9 months,35,185.42000000000002,71.21400209000001,187.96,25.0,29.0,52.0,31.751465900000003,40.8233133,188.0,94.0,120.0,,,,20.7,0.35105455761923177,1.573248407643312,1.4458598726114649,,Unknown,
46,1,I have not pursued bouldering goals outside in the past year,5.10c/d,9-10 years,1-2 years,4-6 months,12,167.64000000000001,72.57477920000001,,10.0,25.0,9.0,0.0,22.6796185,10.0,,,,,,25.8,0.13778891386554848,1.3125,1.0,,Unknown,
31,2,V8,I have not pursued sport climbing goals outside in the past year,9-10 years,5-6 years,1-3 months,15,173.99,65.77089365,176.784,10.0,10.0,55.0,20.41165665,15.875732950000002,87.0,,,,,52.163122550000004,21.7,0.1520429394378466,1.2413793103448276,1.3103448275862069,7.0,Unknown,
29,2,I have not pursued bouldering goals outside in the past year,5.13a/b,7-8 years,1-2 years,7-9 months,35,162.56,53.523899660000005,168.91,13.0,25.0,38.0,15.875732950000002,17.23651006,173.0,88.0,119.0,,,,20.3,0.2428821532545261,1.3220338983050848,1.2966101694915255,,Unknown,
47,1,I have not pursued bouldering goals outside in the past year,5.12a/b,7-8 years,5-6 years,4-6 months,50,177.8,77.1107029,177.8,7.0,20.0,31.0,21.31884139,14.51495584,134.0,62.0,107.0,,,,24.4,0.09077857854671428,1.188235294117647,1.276470588235294,,Unknown,
38,2,<V3,5.10a/b,5-6 years,1-2 years,4-6 months,50,175.26,80.28584949,172.72,2.0,12.0,15.0,9.071847400000001,0.0,37.0,59.0,37.0,,,,26.1,0.024910990077387295,1.0,1.1129943502824857,1.0,Unknown,
42,1,<V3,5.12a/b,>10 years,3-4 years,4-6 months,55,281.94,69.39963261,439.42,9.0,18.0,24.0,7.71107029,11.33980925,80.0,60.0,75.0,,,,8.7,0.1296836836381633,1.1633986928104576,1.111111111111111,1.0,Unknown,
35,2,I have not pursued bouldering goals outside in the past year,5.13a/b,9-10 years,3-4 years,Year round,48,175.26,64.41011654,170.18,9.0,11.0,26.0,9.071847400000001,22.6796185,40.0,45.0,80.0,,,,21.0,0.13972960279323227,1.352112676056338,1.1408450704225352,,Unknown,
48,1,V5,5.13a/b,>10 years,1-2 years,7-9 months,75,167.64000000000001,62.142154690000005,175.26,20.0,53.0,69.0,21.31884139,20.41165665,246.0,,,,,,22.1,0.32184271851806945,1.3284671532846717,1.3430656934306568,4.0,Unknown,
28,1,V8,I have not pursued sport climbing goals outside in the past year,>10 years,>10 years,4-6 months,10,172.72,75.74992579,172.72,14.0,17.0,44.0,63.502931800000006,49.895160700000005,131.0,,,,,,25.4,0.1848186629094782,1.658682634730539,1.8383233532934133,7.0,Unknown,
26,1,V7,5.12a/b,3-4 years,1-2 years,7-9 months,30,172.72,61.23496995,172.72,16.0,19.0,46.0,40.8233133,36.287389600000004,130.0,45.0,130.0,,,,20.5,0.261288607033929,1.5925925925925926,1.6666666666666667,6.0,Unknown,
26,2,V6,5.11a/b,9-10 years,3-4 years,4-6 months,20,172.72,54.4310844,182.88,4.0,19.0,29.0,15.875732950000002,7.71107029,109.0,70.43,79.38,,,,18.2,0.07348742072829252,1.1416666666666666,1.2916666666666667,5.0,Unknown,
29,1,V7,I have not pursued sport climbing goals outside in the past year,1-2 years,1-2 years,1-3 months,20,190.5,81.19303423000001,190.5,17.0,43.0,40.0,32.658650640000005,41.73049804,100.0,,,28.576319310000002,28.576319310000002,,22.4,0.20937756743815186,1.5139664804469273,1.4022346368715084,6.0,Unknown,
36,2,V8,5.11c/d,9-10 years,3-4 years,4-6 months,30,167.64000000000001,58.05982336,165.1,11.0,10.0,45.0,31.751465900000003,27.2155422,40.0,95.0,130.0,13.6077711,11.33980925,83.91458845000001,20.7,0.18945975656512917,1.4687500000000002,1.546875,7.0,Unknown,
27,2,V9,5.13a/b,5-6 years,<1 year,7-9 months,104,165.1,58.9670081,170.18,10.0,10.0,23.0,6.80388555,15.875732950000002,62.0,90.0,137.0,13.6077711,13.6077711,,21.6,0.1695863555268289,1.2692307692307692,1.1153846153846154,8.0,Unknown,
25,1,V12,5.14c/d,>10 years,5-6 years,Year round,200,175.26,60.781377580000004,175.26,24.0,43.0,64.0,40.8233133,52.163122550000004,293.0,245.0,380.0,,,,19.8,0.39485778301769114,1.8582089552238805,1.671641791044776,11.0,Unknown,
25,1,V8,5.12a/b,7-8 years,3-4 years,7-9 months,45,187.96,78.92507238,193.04,28.0,32.0,71.0,68.0388555,55.33826914,356.0,128.0,142.0,,,,22.3,0.35476685868830876,1.7011494252873565,1.8620689655172413,7.0,Unknown,
33,1,V10,I have not pursued sport climbing goals outside in the past year,5-6 years,3-4 years,Year round,30,172.72,67.58526313,175.26,21.0,29.0,73.0,49.895160700000005,43.09127515,156.0,143.0,126.0,,,149.6854821,22.7,0.31071862455586774,1.6375838926174497,1.738255033557047,9.0,Unknown,
32,1,V6,5.12a/b,5-6 years,3-4 years,Year round,35,177.8,79.83225712000001,,12.0,31.0,35.0,18.143694800000002,31.751465900000003,76.0,66.0,73.0,,,,25.3,0.1503151787624165,1.3977272727272727,1.2272727272727273,5.0,Unknown,
33,1,V10,5.13c/d,>10 years,7-8 years,4-6 months,70,176.53,65.77089365,176.53,24.0,35.0,60.0,39.916128560000004,56.24545388,225.0,82.0,141.0,24.04039561,24.04039561,129.27382545,21.1,0.36490305465083184,1.8551724137931034,1.606896551724138,9.0,Unknown,
23,1,I have not pursued bouldering goals outside in the past year,5.12a/b,3-4 years,<1 year,4-6 months,30,175.26,69.85322498000001,180.34,9.0,26.0,20.0,9.52543977,20.41165665,63.0,,,,,,22.7,0.12884158179635702,1.2922077922077921,1.1363636363636365,,Unknown,
26,2,V6,I have not pursued sport climbing goals outside in the past year,3-4 years,1-2 years,4-6 months,20,177.8,70.30681735,177.8,10.0,2.0,,18.143694800000002,15.875732950000002,,,,11.33980925,11.33980925,65.77089365,22.2,0.1422337175386307,1.2258064516129032,1.2580645161290323,5.0,Unknown,
27,1,V5,5.11a/b,3-4 years,1-2 years,Year round,24,170.18,68.0388555,170.18,40.0,60.0,35.0,27.2155422,54.4310844,80.0,30.0,30.0,31.751465900000003,31.751465900000003,129.27382545,23.5,0.5878993658263403,1.8,1.4000000000000001,4.0,Unknown,
31,1,V10,5.13a/b,5-6 years,1-2 years,Year round,,181.61,63.502931800000006,184.15,30.0,50.0,,43.09127515,45.359237,330.0,,,,,,19.3,0.47241913325330903,1.7142857142857142,1.6785714285714284,9.0,Unknown,
39,2,V5,5.11a/b,3-4 years,1-2 years,4-6 months,30,167.64000000000001,61.68856232,162.56,9.0,15.0,21.0,,,56.0,,,,,,21.9,0.1458941440929337,,,4.0,Unknown,
39,1,V5,5.12a/b,5-6 years,3-4 years,4-6 months,80,172.72,72.12118683,172.72,,25.0,30.0,18.143694800000002,27.2155422,,,,25.85476509,25.85476509,81.6466266,24.2,,1.3773584905660377,1.2515723270440253,4.0,Unknown,
30,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,<1 year,<1 year,4-6 months,0,180.34,81.6466266,,15.0,40.0,5.0,,,,,,,,,25.1,0.1837185518207313,,,,Unknown,
27,1,V5,5.10c/d,3-4 years,1-2 years,7-9 months,10,170.18,66.67807839000001,175.26,16.0,51.0,43.0,27.2155422,34.01942775,96.0,,,18.143694800000002,18.143694800000002,115.21246198,23.0,0.2399589248270776,1.510204081632653,1.4081632653061225,4.0,Unknown,
28,1,V5,5.11a/b,3-4 years,1-2 years,7-9 months,35,194.056,83.00740371,195.58,15.0,,40.0,33.56583538,39.916128560000004,,,,,,,22.0,0.18070677228268653,1.4808743169398908,1.4043715846994536,4.0,Unknown,
35,1,I have not pursued bouldering goals outside in the past year,5.13a/b,>10 years,1-2 years,Year round,60,177.8,68.94604024,182.88,16.0,32.0,52.0,26.30835746,27.2155422,,,,24.947580350000003,24.947580350000003,102.05828325,21.8,0.2320655391419764,1.3947368421052633,1.381578947368421,,Unknown,
25,2,V8,5.13a/b,5-6 years,<1 year,Year round,75,165.1,48.98797596,165.1,6.0,12.0,42.0,13.6077711,11.33980925,116.0,,,,,,18.0,0.12247903454715421,1.2314814814814816,1.277777777777778,7.0,Unknown,
24,1,V10,I have not pursued sport climbing goals outside in the past year,1-2 years,1-2 years,4-6 months,40,172.72,64.86370891,203.2,26.0,43.0,100.0,38.55535145,,0.0,0.0,0.0,21.772433760000002,19.50447191,181.436948,21.7,0.4008404766997774,,1.5944055944055944,9.0,Unknown,
34,1,V11,I have not pursued sport climbing goals outside in the past year,9-10 years,1-2 years,4-6 months,5,177.8,71.66759446,177.8,19.0,37.0,55.0,31.751465900000003,45.359237,,,,,,176.90102430000002,22.7,0.26511284693118187,1.6329113924050633,1.4430379746835442,10.0,Unknown,
25,1,V9,I have not pursued sport climbing goals outside in the past year,5-6 years,3-4 years,7-9 months,70,180.34,66.67807839000001,185.42000000000002,15.0,25.0,36.0,22.6796185,36.74098197,103.0,,,,,,20.5,0.22496149202538526,1.551020408163265,1.3401360544217686,8.0,Unknown,
26,2,V4,5.11c/d,5-6 years,<1 year,4-6 months,20,172.72,63.502931800000006,167.64000000000001,9.0,20.0,3.0,0.0,11.33980925,0.0,,,,,,21.3,0.14172573997599272,1.1785714285714284,1.0,3.0,Unknown,
37,1,<V3,5.11c/d,5-6 years,<1 year,Year round,25,180.34,86.1825503,182.88,8.0,30.0,9.0,0.0,13.6077711,3.0,1.0,1.0,0.45359237,0.45359237,0.45359237,26.5,0.09282621565679056,1.1578947368421053,1.0,1.0,Unknown,
36,2,I have not pursued bouldering goals outside in the past year,5.12a/b,>10 years,3-4 years,7-9 months,70,177.8,74.38914868,177.8,4.0,22.0,26.0,16.329325320000002,3.17514659,36.0,,,,,,23.5,0.05377128345972623,1.0426829268292683,1.2195121951219514,,Unknown,
41,1,I have not pursued bouldering goals outside in the past year,5.13c/d,>10 years,>10 years,7-9 months,70,165.1,60.781377580000004,170.18,16.0,15.0,70.0,34.926612490000004,31.751465900000003,413.0,,,,,,22.3,0.2632385220117941,1.5223880597014927,1.5746268656716418,,Unknown,
43,1,I have not pursued bouldering goals outside in the past year,5.13a/b,>10 years,7-8 years,7-9 months,40,177.8,76.65711053,182.88,25.0,39.0,46.0,18.143694800000002,54.4310844,155.0,,,27.2155422,27.2155422,133.80974915000002,24.2,0.3261276067823633,1.710059171597633,1.2366863905325445,,Unknown,
34,1,V12,5.13a/b,>10 years,>10 years,Year round,85,175.26,65.77089365,185.42000000000002,24.0,31.0,60.0,33.11224301,36.287389600000004,250.0,,,18.59728717,20.86524902,,21.4,0.36490305465083184,1.5517241379310347,1.5034482758620689,11.0,Unknown,
27,1,V13,I have not pursued sport climbing goals outside in the past year,>10 years,3-4 years,7-9 months,100,170.18,67.13167076,177.8,21.0,30.0,55.0,65.77089365,56.69904625,193.0,,,22.6796185,20.41165665,129.27382545,23.2,0.31281807472178574,1.8445945945945945,1.9797297297297298,12.0,Unknown,
26,2,V6,5.12a/b,7-8 years,1-2 years,7-9 months,40,158.75,47.62719885,156.845,11.0,29.0,39.0,,,,,,,,,18.9,0.23096046514606222,,,5.0,Unknown,
35,1,V8,5.12c/d,>10 years,5-6 years,Year round,30,182.88,77.1107029,190.5,15.0,29.0,60.0,49.895160700000005,31.751465900000003,138.0,,,,,,23.1,0.1945255254572449,1.4117647058823528,1.6470588235294117,7.0,Unknown,
27,1,V8,5.12a/b,5-6 years,3-4 years,4-6 months,40,177.8,79.37866475,185.42000000000002,19.0,31.0,36.0,42.63768278,42.63768278,138.0,80.0,119.0,26.761949830000002,24.947580350000003,104.77983747,25.1,0.23935902751500995,1.5371428571428571,1.5371428571428571,7.0,Unknown,
33,1,V8,I have not pursued sport climbing goals outside in the past year,7-8 years,5-6 years,4-6 months,50,170.18,57.60623099,173.99,24.0,70.0,75.0,,,,,,,,,19.9,0.41662159782968994,,,7.0,Unknown,
30,1,V8,5.13a/b,>10 years,5-6 years,1-3 months,30,185.42000000000002,87.99691978,2.54,25.0,25.0,60.0,36.287389600000004,36.287389600000004,,,,22.6796185,18.143694800000002,149.6854821,25.6,0.2841008533310278,1.4123711340206184,1.4123711340206184,7.0,Unknown,
21,1,V5,5.12a/b,3-4 years,1-2 years,4-6 months,40,180.34,74.84274105,175.26,17.0,40.0,45.0,27.2155422,38.55535145,57.0,,,,,131.5417873,23.0,0.22714293679654055,1.5151515151515151,1.3636363636363638,4.0,Unknown,
33,2,V4,5.10a/b,7-8 years,1-2 years,Year round,150,157.48,49.895160700000005,160.02,4.0,10.0,37.0,9.071847400000001,4.082331330000001,60.0,,,,,,20.1,0.08016809533995548,1.0818181818181818,1.1818181818181819,3.0,Unknown,
30,1,V6,I have not pursued sport climbing goals outside in the past year,5-6 years,3-4 years,7-9 months,6,177.8,58.9670081,182.88,14.0,24.0,32.0,20.41165665,27.2155422,56.0,,,,,,18.7,0.23742089773756048,1.4615384615384615,1.346153846153846,5.0,Unknown,
25,1,V4,5.11a/b,9-10 years,<1 year,1-3 months,10,168.91,64.86370891,175.26,13.0,29.0,35.0,,,,,,,,,22.7,0.2004202383498887,,,3.0,Unknown,
31,1,I have not pursued bouldering goals outside in the past year,5.10c/d,3-4 years,1-2 years,Year round,30,179.07,71.66759446,,11.0,34.0,27.0,10.43262451,24.947580350000003,5.0,,,23.133210870000003,23.133210870000003,120.20197805000001,22.3,0.1534863850654211,1.3481012658227849,1.1455696202531644,,Unknown,
19,1,V9,5.11c/d,5-6 years,1-2 years,Year round,48,172.72,64.41011654,177.8,25.0,25.0,60.0,38.55535145,45.359237,7.0,20.0,30.0,11.33980925,11.33980925,45.359237,21.6,0.38813778553675626,1.704225352112676,1.5985915492957747,8.0,Unknown,
35,1,V6,I have not pursued sport climbing goals outside in the past year,3-4 years,<1 year,1-3 months,65,167.64000000000001,57.60623099,165.1,9.0,21.0,32.0,15.875732950000002,24.04039561,118.0,,,,,,20.5,0.1562330991861337,1.4173228346456694,1.2755905511811023,5.0,Unknown,
25,1,V7,5.12c/d,7-8 years,1-2 years,7-9 months,80,190.5,77.1107029,198.12,10.0,25.0,,18.143694800000002,20.41165665,,,,20.41165665,20.41165665,115.66605435000001,21.2,0.12968368363816327,1.2647058823529411,1.2352941176470589,6.0,Unknown,
34,1,<V3,5.11a/b,3-4 years,1-2 years,,,178.054,66.67807839000001,,11.0,15.0,,9.52543977,19.50447191,60.0,,,,,,21.0,0.16497176081861586,1.292517006802721,1.142857142857143,1.0,Unknown,
30,1,V11,5.14a/b,9-10 years,9-10 years,7-9 months,67,182.88,77.1107029,190.5,26.0,45.0,70.0,52.163122550000004,52.163122550000004,170.0,,,28.12272694,28.12272694,158.7573295,23.1,0.3371775774592245,1.676470588235294,1.676470588235294,10.0,Unknown,
