age,sex,max_boulder,max_sport,exp,trainexp,season,days,height,weight,span,pullup,pushup,continuous,maxhang,weightedpull,repeaters1,longcamp,shortcamp,ohpr,ohll,dl,bmi_score,strength_to_weight_pullup,strength_to_weight_weightpull,strength_to_weight_maxhang,max_boulder_numeric,max_sport_french,max_sport_numeric
24,1,I have not pursued bouldering goals outside in the past year,5.11a/b,1-2 years,1-2 years,7-9 months,8,180.34,70.30681735,180.34,12.0,,,14.51495584,20.41165665,85.0,,,,,,21.6,0.17068046104635684,1.2903225806451613,1.206451612903226,,Unknown,
33,1,I have not pursued bouldering goals outside in the past year,5.11c/d,3-4 years,3-4 years,4-6 months,28,184.023,73.93555631000001,184.023,9.0,16.0,18.0,3.17514659,30.84428116,3.0,,,,,,21.8,0.121727629427233,1.4171779141104295,1.0429447852760736,,Unknown,
32,2,V9,5.12c/d,9-10 years,5-6 years,1-3 months,30,157.48,53.07030729,154.94,12.0,33.0,70.0,38.55535145,29.48350405,150.0,,,,,,21.4,0.22611514070243854,1.5555555555555556,1.7264957264957266,8.0,Unknown,
38,1,I have not pursued bouldering goals outside in the past year,5.11c/d,7-8 years,3-4 years,Year round,60,179.07,72.57477920000001,176.53,23.0,60.0,28.0,14.968548210000002,44.905644630000005,120.0,,,22.6796185,22.6796185,,22.6,0.3169145018907615,1.61875,1.20625,,Unknown,
39,1,V5,5.12a/b,5-6 years,3-4 years,7-9 months,65,172.72,71.66759446,175.26,11.0,27.0,34.0,10.43262451,28.12272694,75.0,85.0,124.0,,,,24.0,0.1534863850654211,1.3924050632911393,1.1455696202531644,4.0,Unknown,
31,2,<V3,I have not pursued sport climbing goals outside in the past year,>10 years,1-2 years,1-3 months,10,157.48,58.9670081,162.56,11.0,18.0,28.0,4.535923700000001,15.875732950000002,35.0,,,13.6077711,13.6077711,150.13907447,23.8,0.1865449910795118,1.2692307692307692,1.0769230769230769,1.0,Unknown,
16,1,V10,5.12c/d,5-6 years,1-2 years,4-6 months,20,172.72,65.77089365,175.26,16.0,21.0,,43.09127515,38.55535145,136.0,,,,,,22.0,0.24326870310055454,1.5862068965517242,1.6551724137931034,9.0,Unknown,
31,1,V5,I have not pursued sport climbing goals outside in the past year,3-4 years,1-2 years,7-9 months,,185.42000000000002,77.1107029,190.5,22.0,35.0,50.0,29.48350405,53.523899660000005,83.0,,,27.2155422,27.2155422,,22.4,0.28530410400395917,1.6941176470588237,1.3823529411764706,4.0,Unknown,
34,1,I have not pursued bouldering goals outside in the past year,5.12a/b,>10 years,1-2 years,Year round,40,177.8,71.66759446,180.34,16.0,25.0,44.0,30.390688790000002,33.56583538,106.0,,,20.86524902,20.86524902,,22.7,0.22325292373152159,1.4683544303797469,1.4240506329113924,,Unknown,
36,2,I have not pursued bouldering goals outside in the past year,5.11c/d,>10 years,<1 year,Year round,40,177.8,60.32778521,175.26,,5.0,13.0,4.535923700000001,,106.0,,,15.875732950000002,15.875732950000002,,19.1,,,1.075187969924812,,Unknown,
27,1,V9,I have not pursued sport climbing goals outside in the past year,7-8 years,3-4 years,Year round,35,187.96,71.66759446,191.77,10.0,15.0,,27.2155422,15.875732950000002,,,,15.875732950000002,15.875732950000002,65.77089365,20.3,0.139533077332201,1.2215189873417722,1.379746835443038,8.0,Unknown,
41,1,V5,5.12a/b,9-10 years,5-6 years,4-6 months,70,182.88,77.1107029,185.42000000000002,7.0,25.0,18.0,19.05087954,25.85476509,70.0,,,20.41165665,18.143694800000002,45.359237,23.1,0.09077857854671428,1.3352941176470587,1.2470588235294118,4.0,Unknown,
30,1,I have not pursued bouldering goals outside in the past year,5.13c/d,9-10 years,1-2 years,1-3 months,40,182.88,68.0388555,187.96,12.0,22.0,57.0,41.73049804,29.937096420000003,150.0,,,,,,20.3,0.17636980974790206,1.4400000000000002,1.6133333333333333,,Unknown,
28,1,V6,5.12c/d,7-8 years,3-4 years,Year round,75,187.96,86.63614267,193.04,16.0,15.0,30.0,21.772433760000002,45.359237,,,,,,,24.5,0.18468042905539483,1.5235602094240839,1.2513089005235603,5.0,Unknown,
34,2,I have not pursued bouldering goals outside in the past year,5.10a/b,3-4 years,1-2 years,Year round,100,162.56,61.23496995,163.83,9.0,26.0,23.0,7.25747792,15.875732950000002,25.0,,,,,,23.2,0.14697484145658504,1.2592592592592593,1.1185185185185187,,Unknown,
52,1,V4,5.11c/d,3-4 years,1-2 years,Year round,39,168.91,58.9670081,180.34,17.0,30.0,20.0,12.24699399,28.12272694,74.0,,,19.50447191,19.50447191,,20.7,0.2882968043956091,1.4769230769230768,1.2076923076923078,3.0,Unknown,
22,2,V5,5.12a/b,5-6 years,3-4 years,Year round,25,162.56,56.69904625,162.56,14.0,25.0,45.0,24.947580350000003,18.143694800000002,114.0,,,,,,21.5,0.24691773364706288,1.32,1.44,4.0,Unknown,
38,3,V6,5.13a/b,,,,,,79.37866475,,,,,24.947580350000003,28.12272694,189.0,,,,,,,,1.354285714285714,1.3142857142857143,5.0,Unknown,
22,1,I have not pursued bouldering goals outside in the past year,5.12c/d,,3-4 years,7-9 months,60,172.72,71.21400209000001,172.72,18.0,,62.0,48.08079122,56.69904625,250.0,,,,,,23.9,0.25275928148584687,1.7961783439490446,1.6751592356687899,,Unknown,
21,1,V7,5.12c/d,5-6 years,1-2 years,4-6 months,150,182.88,77.1107029,182.88,18.0,30.0,120.0,40.8233133,31.751465900000003,200.0,,,,,83.91458845000001,23.1,0.2334306305486939,1.4117647058823528,1.5294117647058822,6.0,Unknown,
34,1,V7,I have not pursued sport climbing goals outside in the past year,>10 years,<1 year,1-3 months,15,170.18,64.86370891,177.8,15.0,27.0,22.0,11.33980925,31.751465900000003,90.0,,,,,,22.4,0.23125412117294852,1.4895104895104896,1.1748251748251748,6.0,Unknown,
31,1,V10,I have not pursued sport climbing goals outside in the past year,7-8 years,3-4 years,4-6 months,,167.64000000000001,58.9670081,162.56,21.0,52.0,55.0,38.55535145,49.895160700000005,126.0,,,,,,21.0,0.3561313466063407,1.8461538461538463,1.653846153846154,9.0,Unknown,
43,1,V11,I have not pursued sport climbing goals outside in the past year,> 10 years,> 10 years,Year round,70,177.8,65.31730128000001,175.26,13.0,20.0,45.0,48.98797596,35.38020486,136.0,,,,,,20.7,0.19902843113912558,1.5416666666666665,1.75,10.0,Unknown,
19,2,V4,5.11c/d,3-4 years,< 1 year,1-3 months,30,165.1,56.69904625,,6.0,8.0,42.0,18.143694800000002,15.875732950000002,73.0,,,,,,20.8,0.10582188584874123,1.28,1.32,3.0,Unknown,
27,1,V5,5.11c/d,7-8 years,3-4 years,Year round,52,177.8,74.84274105,177.8,22.0,51.0,42.0,29.48350405,38.55535145,75.0,,,,,,23.7,0.2939496829131701,1.5151515151515151,1.3939393939393938,4.0,Unknown,
26,2,V5,5.12a/b,7-8 years,5-6 years,Year round,52,167.64000000000001,61.23496995,170.18,12.0,20.0,45.0,27.2155422,24.947580350000003,75.0,,,,,,21.8,0.19596645527544673,1.4074074074074074,1.4444444444444446,4.0,Unknown,
25,1,V6,5.11a/b,3-4 years,3-4 years,4-6 months,20,173.99,68.94604024,172.72,18.0,30.0,35.0,31.751465900000003,40.36972093,203.0,,,,,,22.8,0.26107373153472346,1.5855263157894737,1.4605263157894737,5.0,Unknown,
24,1,V4,5.11c/d,3-4 years,< 1 year,4-6 months,30,179.07,79.83225712000001,184.912,10.0,30.0,20.0,7.484274105000001,28.757756258,54.0,,,,,,24.9,0.12526264896868042,1.3602272727272726,1.09375,3.0,Unknown,
35,1,V5,5.12a/b,5-6 years,3-4 years,7-9 months,107,173.355,64.86370891,176.53,24.0,37.0,42.0,36.287389600000004,45.359237,103.0,,,,,,21.6,0.37000659387671764,1.6993006993006992,1.5594405594405594,4.0,Unknown,
28,1,V7,5.12c/d,3-4 years,< 1 year,7-9 months,35,182.88,74.38914868,190.5,17.0,38.0,53.0,38.55535145,43.99845989,165.0,,,,,,22.2,0.2285279547038365,1.5914634146341462,1.5182926829268293,6.0,Unknown,
41,1,I have not pursued bouldering goals outside in the past year,5.11c/d,5-6 years,1-2 years,7-9 months,40,187.96,79.37866475,180.34,14.0,26.0,12.0,2.2679618500000003,36.287389600000004,35.0,,,,,,22.5,0.17636980974790206,1.457142857142857,1.0285714285714287,,Unknown,
40,1,I have not pursued bouldering goals outside in the past year,5.12c/d,> 10 years,3-4 years,7-9 months,20,180.34,74.84274105,180.34,22.0,37.0,73.0,40.8233133,40.8233133,205.0,,,,,,23.0,0.2939496829131701,1.5454545454545454,1.5454545454545454,,Unknown,
54,1,V9,I have not pursued sport climbing goals outside in the past year,5-6 years,5-6 years,7-9 months,40,195.58,75.74992579,196.85,19.0,24.0,56.0,31.751465900000003,45.359237,165.0,,,,,,19.8,0.2508253282342918,1.5988023952095807,1.4191616766467066,8.0,Unknown,
27,2,V8,5.12a/b,3-4 years,1-2 years,Year round,60,157.48,55.33826914,157.48,12.0,12.0,69.0,20.41165665,20.41165665,125.0,,,,,,22.3,0.21684812673922385,1.3688524590163935,1.3688524590163935,7.0,Unknown,
32,1,<V3,I have not pursued sport climbing goals outside in the past year,5-6 years,< 1 year,7-9 months,10,180.34,77.56429527,177.8,8.0,23.0,28.0,20.41165665,27.2155422,102.0,,,,,,23.8,0.10314023961865618,1.3508771929824561,1.263157894736842,1.0,Unknown,
23,1,V11,5.14a/b,3-4 years,1-2 years,Year round,35,170.18,70.624332009,182.88,23.0,40.0,86.0,58.286619545,49.895160700000005,275.0,,,,,,24.4,0.32566679706179735,1.7064868336544639,1.8253050738599872,10.0,Unknown,
28,1,V6,5.10a/b,1-2 years,<1 year,4-6 months,15,177.8,68.0388555,182.88,28.0,,24.0,29.48350405,63.502931800000006,55.0,,,,,,21.5,0.41152955607843816,1.9333333333333336,1.4333333333333336,5.0,Unknown,
28,1,V9,5.12c/d,3-4 years,1-2 years,1-3 months,15,165.1,62.59574706,165.1,20.0,35.0,63.0,38.55535145,49.895160700000005,124.0,,,,,,23.0,0.31951052490561965,1.7971014492753623,1.615942028985507,8.0,Unknown,
28,1,V8,I have not pursued sport climbing goals outside in the past year,3-4 years,1-2 years,4-6 months,25,175.26,76.20351816,184.15,19.0,40.0,52.0,29.48350405,,135.0,,,,,102.05828325,24.8,0.24933232032813535,,1.386904761904762,7.0,Unknown,
29,2,V5,5.11c/d,5-6 years,1-2 years,4-6 months,30,152.4,49.895160700000005,154.94,5.0,13.0,13.0,4.535923700000001,,32.0,,,,,,21.5,0.10021011917494435,,1.0909090909090908,4.0,Unknown,
28,1,V8,I have not pursued sport climbing goals outside in the past year,3-4 years,1-2 years,4-6 months,25,175.26,76.20351816,184.15,19.0,40.0,52.0,35.153408675,52.163122550000004,135.0,,,,,102.05828325,24.8,0.24933232032813535,1.6845238095238098,1.4613095238095237,7.0,Unknown,
32,1,V8,5.12a/b,7-8 years,1-2 years,Year round,50,167.64000000000001,68.0388555,170.18,24.0,50.0,45.0,29.48350405,49.895160700000005,155.0,,,,,117.9340162,24.2,0.3527396194958041,1.7333333333333334,1.4333333333333336,7.0,Unknown,
25,1,V10,5.12a/b,7-8 years,3-4 years,7-9 months,70,170.18,67.13167076,167.64000000000001,25.0,50.0,70.0,56.69904625,42.18409041,20.0,15.0,60.0,19.05087954,19.05087954,113.3980925,23.2,0.3724024699068878,1.6283783783783783,1.8445945945945945,9.0,Unknown,
46,1,V7,I have not pursued sport climbing goals outside in the past year,7-8 years,<1 year,4-6 months,20,182.88,73.02837157,187.96,20.0,33.0,40.0,29.48350405,43.09127515,113.0,,,,,,21.8,0.27386616420481685,1.5900621118012421,1.4037267080745341,6.0,Unknown,
27,1,V10,5.14a/b,>10 years,>10 years,7-9 months,30,177.8,63.502931800000006,187.96,20.0,28.0,67.0,50.34875307,50.34875307,160.0,,,,,142.42800418000002,20.1,0.3149460888355394,1.792857142857143,1.792857142857143,9.0,Unknown,
28,1,V6,5.12a/b,7-8 years,5-6 years,4-6 months,30,172.72,66.67807839000001,175.26,17.0,27.0,48.0,27.2155422,38.55535145,94.0,,,24.04039561,24.04039561,129.27382545,22.3,0.25495635762876995,1.5782312925170068,1.4081632653061225,5.0,Unknown,
29,1,V8,I have not pursued sport climbing goals outside in the past year,7-8 years,1-2 years,4-6 months,20,406.4,74.84274105,403.86,18.0,34.0,40.0,23.586803240000002,28.12272694,69.0,,,,,131.5417873,4.5,0.24050428601986645,1.3757575757575757,1.3151515151515152,7.0,Unknown,
32,1,V9,5.13a/b,7-8 years,5-6 years,7-9 months,55,193.04,77.1107029,193.04,21.0,35.0,52.0,37.19457434,47.62719885,235.0,,,,,,20.7,0.27233573564014285,1.6176470588235294,1.4823529411764707,8.0,Unknown,
41,1,V5,I have not pursued sport climbing goals outside in the past year,3-4 years,1-2 years,7-9 months,30,180.34,91.62565874,185.42000000000002,7.0,330.0,17.0,20.86524902,29.937096420000003,45.0,,,,,,28.2,0.07639781362842292,1.3267326732673268,1.2277227722772277,4.0,Unknown,
26,1,V5,I have not pursued sport climbing goals outside in the past year,1-2 years,<1 year,4-6 months,40,182.88,71.66759446,182.88,26.0,41.0,,6.80388555,57.152638620000005,,,,,,,21.4,0.3627860010637226,1.7974683544303798,1.0949367088607596,4.0,Unknown,
22,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,3-4 years,<1 year,7-9 months,30,190.5,82.10021897,177.8,30.0,40.0,20.0,13.6077711,52.163122550000004,63.0,60.0,120.0,,,,22.6,0.36540706439482473,1.6353591160220995,1.1657458563535912,,Unknown,
22,1,V9,5.12c/d,3-4 years,1-2 years,4-6 months,30,175.26,68.0388555,175.26,18.0,35.0,35.0,36.287389600000004,45.359237,80.0,,,22.6796185,22.6796185,56.69904625,22.1,0.2645547146218531,1.6666666666666665,1.5333333333333332,8.0,Unknown,
30,1,V7,I have not pursued sport climbing goals outside in the past year,7-8 years,1-2 years,4-6 months,35,177.8,69.85322498000001,172.72,14.0,70.0,40.0,26.30835746,34.01942775,,,,,,,22.1,0.2004202383498887,1.487012987012987,1.3766233766233766,6.0,Unknown,
27,1,<V3,I have not pursued sport climbing goals outside in the past year,1-2 years,<1 year,4-6 months,25,177.8,83.91458845000001,172.72,15.0,30.0,30.0,11.33980925,29.48350405,,,,,,165.56121505000002,26.5,0.17875318555530612,1.3513513513513513,1.135135135135135,1.0,Unknown,
32,1,V9,5.13c/d,>10 years,>10 years,7-9 months,80,178.9938,69.39963261,,14.0,18.0,27.0,18.143694800000002,34.926612490000004,60.0,,,,,,21.7,0.201730174548254,1.5032679738562091,1.2614379084967322,8.0,Unknown,
26,2,<V3,5.10a/b,<1 year,<1 year,4-6 months,20,161.29,43.09127515,,4.0,15.0,7.0,0.0,6.80388555,,,,,,,16.6,0.09282621565679056,1.1578947368421053,1.0,1.0,Unknown,
47,1,I have not pursued bouldering goals outside in the past year,5.11a/b,9-10 years,3-4 years,4-6 months,12,167.64000000000001,73.02837157,177.8,11.0,28.0,28.0,9.071847400000001,22.6796185,56.0,,,,,,26.0,0.15062639031264927,1.3105590062111803,1.124223602484472,,Unknown,
29,1,V6,5.11a/b,5-6 years,<1 year,Year round,15,185.42000000000002,79.37866475,195.58,18.0,40.0,30.0,,31.751465900000003,80.0,,,,,,23.1,0.22676118396158837,1.4,,5.0,Unknown,
29,1,V6,5.11a/b,5-6 years,<1 year,Year round,15,185.42000000000002,79.37866475,195.58,18.0,40.0,30.0,,31.751465900000003,80.0,,,,,,23.1,0.22676118396158837,1.4,,5.0,Unknown,
28,1,V6,I have not pursued sport climbing goals outside in the past year,1-2 years,< 1 year,4-6 months,30,177.8,68.0388555,177.8,27.0,36.0,32.0,36.287389600000004,68.94604024,84.0,,,,,,21.5,0.39683207193277964,2.0133333333333336,1.5333333333333332,5.0,Unknown,
36,1,<V3,5.11a/b,> 10 years,< 1 year,4-6 months,20,170.18,66.67807839000001,175.26,20.0,40.0,34.0,15.875732950000002,22.6796185,90.0,,,,,,23.0,0.299948656033847,1.3401360544217686,1.2380952380952381,1.0,Unknown,
30,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,1-2 years,<1 year,4-6 months,10,172.72,77.1107029,177.8,13.0,60.0,20.0,,20.41165665,,,,27.2155422,27.2155422,124.73790175,25.8,0.16858878872961225,1.2647058823529411,,,Unknown,
37,1,V7,I have not pursued sport climbing goals outside in the past year,9-10 years,1-2 years,7-9 months,50,177.8,72.12118683,180.34,23.0,40.0,25.0,9.979032140000001,49.895160700000005,1.0,,,,,,22.8,0.318907674858628,1.6918238993710693,1.1383647798742138,6.0,Unknown,
37,1,V7,5.13a/b,9-10 years,3-4 years,4-6 months,50,175.26,75.74992579,176.53,15.0,41.0,22.0,27.2155422,24.947580350000003,105.0,,,,,,24.7,0.19801999597444092,1.3293413173652693,1.3592814371257484,6.0,Unknown,
32,1,V6,5.11c/d,3-4 years,1-2 years,Year round,50,187.96,85.27536556,482.6,14.0,30.0,21.0,29.937096420000003,40.8233133,70.0,,,29.48350405,29.48350405,136.077711,24.1,0.16417402503129183,1.4787234042553192,1.3510638297872342,5.0,Unknown,
49,1,V4,5.12c/d,> 10 years,5-6 years,Year round,100,167.64000000000001,69.85322498000001,171.45,15.0,31.0,37.0,11.33980925,29.48350405,74.0,,,,,,,0.21473596966059502,1.422077922077922,1.1623376623376624,3.0,Unknown,
39,1,V7,I have not pursued sport climbing goals outside in the past year,5-6 years,1-2 years,4-6 months,50,185.42000000000002,83.00740371,190.5,18.0,42.0,40.0,27.2155422,40.8233133,134.0,,,,,,,0.21684812673922382,1.4918032786885245,1.3278688524590163,6.0,Unknown,
27,2,V5,5.12a/b,3-4 years,1-2 years,Year round,50,167.64000000000001,60.32778521,170.18,28.0,14.0,,25.85476509,,,,,,,,,0.4641310782839528,,1.4285714285714286,4.0,Unknown,
33,1,V4,5.11c/d,9-10 years,<1 year,7-9 months,20,175.895,66.22448602,177.8,18.0,63.0,34.0,15.875732950000002,34.01942775,170.0,,,,,,21.4,0.27180278899505456,1.5136986301369864,1.2397260273972603,3.0,Unknown,
30,1,V4,5.11c/d,7-8 years,<1 year,4-6 months,30,187.96,82.55381134000001,190.5,14.0,24.0,18.0,11.33980925,34.01942775,6.0,,,24.947580350000003,22.6796185,,23.4,0.16958635552682888,1.4120879120879122,1.1373626373626373,3.0,Unknown,
33,1,I have not pursued bouldering goals outside in the past year,5.12a/b,>10 years,<1 year,4-6 months,30,181.61,70.30681735,182.88,15.0,25.0,42.0,24.04039561,36.74098197,98.0,88.0,123.0,,,,21.3,0.21335057630794604,1.5225806451612902,1.3419354838709678,,Unknown,
39,1,V6,5.12a/b,> 10 years,3-4 years,4-6 months,20,182.88,78.01788764,185.42000000000002,15.0,31.0,44.0,29.937096420000003,38.10175908,110.0,,,,,,23.3,0.1922636007426258,1.4883720930232558,1.3837209302325582,5.0,Unknown,
31,1,I have not pursued bouldering goals outside in the past year,5.12c/d,9-10 years,3-4 years,1-3 months,25,182.88,85.72895793,187.96,9.0,21.0,49.0,28.12272694,24.947580350000003,147.0,97.0,387.0,24.04039561,24.04039561,,25.6,0.10498202961184645,1.2910052910052912,1.3280423280423281,,Unknown,
40,2,V10,I have not pursued sport climbing goals outside in the past year,>10 years,3-4 years,4-6 months,100,157.48,54.4310844,157.48,16.0,30.0,70.0,29.48350405,22.6796185,130.0,,110.0,,,97.52235955,21.9,0.2939496829131701,1.4166666666666667,1.5416666666666665,9.0,Unknown,
30,1,I have not pursued bouldering goals outside in the past year,5.13a/b,>10 years,3-4 years,Year round,80,190.5,85.72895793,198.12,17.0,31.0,36.0,32.20505827,27.2155422,120.0,,,,,,23.6,0.19829938926682109,1.3174603174603174,1.3756613756613756,,Unknown,
39,1,I have not pursued bouldering goals outside in the past year,5.11a/b,>10 years,3-4 years,4-6 months,21,193.04,97.52235955,190.5,8.0,25.0,18.0,4.535923700000001,15.875732950000002,30.0,,,,,,26.2,0.082032469650187,1.1627906976744187,1.0465116279069768,,Unknown,
27,1,V6,5.11c/d,3-4 years,< 1 year,7-9 months,20,175.26,74.84274105,190.5,19.0,54.0,43.0,31.751465900000003,40.8233133,125.0,,,,,,24.4,0.2538656352431924,1.5454545454545454,1.4242424242424243,5.0,Unknown,
41,1,<V3,5.10c/d,>10 years,3-4 years,7-9 months,40,187.96,90.26488163,180.34,7.0,14.0,26.0,15.875732950000002,20.41165665,62.0,80.0,113.0,20.41165665,18.143694800000002,,25.5,0.07754953946201723,1.2261306532663316,1.1758793969849246,1.0,Unknown,
27,1,V10,5.13c/d,7-8 years,5-6 years,4-6 months,50,180.34,68.94604024,187.96,29.0,46.0,64.0,42.18409041,71.21400209000001,205.0,96.0,156.0,24.04039561,24.04039561,142.88159655,21.2,0.42061878969483224,2.0328947368421053,1.611842105263158,9.0,Unknown,
36,1,V8,5.12c/d,>10 years,7-8 years,7-9 months,48,172.72,73.48196394,182.88,17.0,36.0,37.0,22.22602613,35.83379723,130.0,,,,,124.73790175,24.6,0.23134928747795797,1.4876543209876543,1.3024691358024691,7.0,Unknown,
39,2,I have not pursued bouldering goals outside in the past year,5.13c/d,>10 years,7-8 years,4-6 months,65,162.56,52.163122550000004,165.1,25.0,57.0,75.0,31.751465900000003,34.926612490000004,330.0,260.0,480.0,15.875732950000002,15.875732950000002,79.37866475,19.7,0.4792657873584295,1.6695652173913043,1.608695652173913,,Unknown,
31,1,V10,I have not pursued sport climbing goals outside in the past year,5-6 years,<1 year,4-6 months,80,180.34,70.30681735,185.42000000000002,20.0,30.0,40.0,27.2155422,38.55535145,100.0,,,,,,21.6,0.2844674350772614,1.5483870967741935,1.3870967741935485,9.0,Unknown,
33,1,V11,5.10c/d,>10 years,5-6 years,1-3 months,30,170.18,70.30681735,180.34,15.0,30.0,52.0,40.8233133,38.55535145,152.0,85.0,90.0,,,96.16158244,24.3,0.21335057630794604,1.5483870967741935,1.5806451612903227,10.0,Unknown,
41,1,V7,5.12c/d,> 10 years,5-6 years,1-3 months,46,187.96,72.57477920000001,193.04,10.0,11.0,24.0,27.2155422,36.287389600000004,46.0,,,,,,20.5,0.13778891386554848,1.5,1.375,6.0,Unknown,
30,2,V10,I have not pursued sport climbing goals outside in the past year,>10 years,9-10 years,4-6 months,30,154.94,50.80234544,157.48,13.0,19.0,52.0,36.287389600000004,27.2155422,73.0,55.0,96.0,,,,21.2,0.2558936971788757,1.5357142857142856,1.7142857142857144,9.0,Unknown,
34,2,V6,5.12a/b,7-8 years,5-6 years,7-9 months,65,165.1,58.9670081,165.1,11.0,15.0,40.0,22.6796185,15.42214058,91.0,113.0,126.0,,,,21.6,0.1865449910795118,1.2615384615384615,1.3846153846153846,5.0,Unknown,
32,2,V5,5.12a/b,5-6 years,5-6 years,7-9 months,150,157.48,50.80234544,161.29,6.0,15.0,18.0,1.81436948,7.71107029,36.0,80.0,183.0,,,,20.5,0.11810478331332727,1.1517857142857144,1.0357142857142858,4.0,Unknown,
32,2,V5,5.12a/b,5-6 years,5-6 years,7-9 months,150,157.48,50.80234544,161.29,6.0,15.0,18.0,1.81436948,7.71107029,36.0,80.0,183.0,,,,20.5,0.11810478331332727,1.1517857142857144,1.0357142857142858,4.0,Unknown,
31,1,V7,5.12a/b,9-10 years,1-2 years,1-3 months,30,172.72,75.74992579,173.99,9.0,26.0,31.0,20.41165665,27.2155422,161.0,128.0,107.0,,,,25.4,0.11881199758466456,1.3592814371257484,1.2694610778443114,6.0,Unknown,
23,1,V13,I have not pursued sport climbing goals outside in the past year,7-8 years,3-4 years,4-6 months,40,170.18,50.80234544,180.34,21.0,22.0,62.0,40.8233133,34.01942775,166.0,69.0,111.0,15.875732950000002,13.6077711,83.91458845000001,17.5,0.41336674159664544,1.669642857142857,1.8035714285714286,12.0,Unknown,
29,1,V7,I have not pursued sport climbing goals outside in the past year,7-8 years,5-6 years,Year round,80,177.8,74.84274105,182.88,15.0,40.0,30.0,27.2155422,31.751465900000003,45.0,54.0,66.0,19.958064280000002,19.958064280000002,63.502931800000006,23.7,0.2004202383498887,1.4242424242424243,1.3636363636363638,6.0,Unknown,
42,1,I have not pursued bouldering goals outside in the past year,5.12c/d,> 10 years,3-4 years,4-6 months,30,182.88,71.66759446,190.5,14.0,31.0,54.0,38.55535145,34.01942775,172.0,,,,,,21.4,0.1953463082650814,1.4746835443037976,1.5379746835443038,,Unknown,
48,1,V10,I have not pursued sport climbing goals outside in the past year,>10 years,>10 years,4-6 months,16,180.34,76.65711053,180.34,12.0,14.0,32.0,31.751465900000003,40.8233133,115.0,,,,,,23.6,0.1565412512555344,1.532544378698225,1.4142011834319528,9.0,Unknown,
25,2,V5,5.12a/b,5-6 years,3-4 years,4-6 months,40,162.56,56.24545388,167.64000000000001,14.0,31.0,65.0,24.04039561,28.576319310000002,130.0,131.0,210.0,15.875732950000002,15.875732950000002,92.98643585,21.3,0.2489090056926037,1.5080645161290323,1.4274193548387097,4.0,Unknown,
33,1,V8,I have not pursued sport climbing goals outside in the past year,7-8 years,1-2 years,7-9 months,45,180.34,78.47148001000001,190.5,12.0,31.0,55.0,38.55535145,31.751465900000003,124.0,79.0,122.0,,,,24.1,0.15292180035945263,1.4046242774566473,1.4913294797687862,7.0,Unknown,
34,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,9-10 years,5-6 years,7-9 months,,172.72,68.0388555,172.72,16.0,23.0,50.0,54.4310844,54.4310844,165.0,62.0,93.0,27.2155422,24.947580350000003,147.41752025,22.8,0.2351597463305361,1.8,1.8,,Unknown,
22,1,I have not pursued bouldering goals outside in the past year,5.12a/b,5-6 years,1-2 years,1-3 months,30,187.96,77.1107029,193.04,16.0,35.0,32.0,19.50447191,31.751465900000003,67.0,105.0,148.0,,,,21.8,0.20749389382106123,1.4117647058823528,1.2529411764705882,,Unknown,
39,1,V11,I have not pursued sport climbing goals outside in the past year,>10 years,3-4 years,7-9 months,60,175.26,66.67807839000001,180.34,15.0,41.0,61.0,36.287389600000004,22.6796185,192.0,75.0,179.0,20.41165665,18.143694800000002,124.73790175,21.7,0.22496149202538526,1.3401360544217686,1.5442176870748299,10.0,Unknown,
20,2,<V3,5.10c/d,1-2 years,<1 year,4-6 months,18,170.18,54.4310844,175.26,3.0,20.0,15.0,2.2679618500000003,4.082331330000001,40.0,30.0,25.0,14.968548210000002,12.70058636,81.6466266,18.8,0.055115565546219394,1.075,1.0416666666666667,1.0,Unknown,
26,1,V6,5.11c/d,1-2 years,<1 year,4-6 months,,177.8,77.1107029,,17.0,29.0,25.0,11.33980925,27.2155422,56.0,60.0,85.0,,,,24.4,0.22046226218487755,1.3529411764705883,1.1470588235294117,5.0,Unknown,
21,1,V4,5.11c/d,1-2 years,1-2 years,Year round,60,185.42000000000002,78.92507238,,14.0,30.0,14.0,,31.751465900000003,67.0,,,,,,23.0,0.17738342934415438,1.4022988505747127,,3.0,Unknown,
27,1,V6,5.12a/b,7-8 years,1-2 years,Year round,100,175.26,74.84274105,177.8,16.0,52.0,42.0,28.12272694,31.751465900000003,65.0,62.0,70.0,,,,24.4,0.2137815875732146,1.4242424242424243,1.3757575757575757,5.0,Unknown,
28,1,I have not pursued bouldering goals outside in the past year,I have not pursued sport climbing goals outside in the past year,5-6 years,<1 year,4-6 months,15,177.8,70.30681735,177.8,11.0,20.0,16.0,4.535923700000001,18.143694800000002,65.0,37.0,58.0,,,,22.2,0.15645708929249377,1.2580645161290323,1.064516129032258,,Unknown,
27,2,V6,I have not pursued sport climbing goals outside in the past year,3-4 years,1-2 years,4-6 months,30,177.8,69.39963261,177.8,10.0,7.0,33.0,15.875732950000002,17.69010243,90.0,,,,,,22.0,0.14409298182018143,1.2549019607843137,1.2287581699346406,5.0,Unknown,
