sex,height,weight,exp,max_boulder,max_sport,days,maxhang,pullup,weightedpull,max_boulder_numeric,max_sport_numeric,strength_to_weight_pullup,strength_to_weight_weightpull,strength_to_weight_maxhang,pushup,bmi_score,max_sport_french,ohll,trainexp,longcamp,ohpr,age,dl,shortcamp,span,continuous,season,repeaters1
1,173.0,77.0,5,V8,0,16,0.0,15,29.0,7.0,0.0,0.19480519480519481,1.3766233766233766,1.0,,,,,,,,,,,,,,
1,180.0,81.0,3,V3,5b,4,0.0,11,5.0,2.0,3.0,0.13580246913580246,1.0617283950617284,1.0,,,,,,,,,,,,,,
1,178.0,67.0,1,V7,6b+,12,25.0,17,20.0,6.0,8.0,0.2537313432835821,1.2985074626865671,1.373134328358209,,,,,,,,,,,,,,
1,173.0,70.0,9,V5,6b+,8,15.0,8,0.0,4.0,8.0,0.11428571428571428,1.0,1.2142857142857142,,,,,,,,,,,,,,
1,184.0,84.0,7,V10,0,24,0.0,0,0.0,9.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,176.0,67.0,5,V7,6c,0,0.0,9,0.0,6.0,9.0,0.13432835820895522,1.0,1.0,,,,,,,,,,,,,,
1,184.0,75.0,1,V4,0,8,0.0,15,18.0,3.0,0.0,0.2,1.24,1.0,,,,,,,,,,,,,,
1,186.0,88.0,2,V5,7a,12,0.0,9,25.0,4.0,11.0,0.10227272727272728,1.2840909090909092,1.0,,,,,,,,,,,,,,
1,185.0,60.0,1,V2,6b+,4,0.0,0,0.0,,8.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,80.0,9,V9,0,16,60.0,0,0.0,8.0,0.0,0.0,1.0,1.75,,,,,,,,,,,,,,
1,178.0,81.6,6,V7,7b,8,0.0,7,0.0,6.0,13.0,0.0857843137254902,1.0,1.0,,,,,,,,,,,,,,
1,175.0,60.0,6,V8,8a+,8,0.0,0,0.0,7.0,18.0,0.0,1.0,1.0,,,,,,,,,,,,,,
2,168.0,54.0,1,V6,7b,16,0.0,12,0.0,5.0,13.0,0.2222222222222222,1.0,1.0,,,,,,,,,,,,,,
2,157.5,50.8,3,V4,7a,8,0.0,3,0.0,3.0,11.0,0.05905511811023623,1.0,1.0,,,,,,,,,,,,,,
1,163.0,65.0,5,V11,0,16,60.0,35,0.0,10.0,0.0,0.5384615384615384,1.0,1.9230769230769231,,,,,,,,,,,,,,
1,174.0,70.0,1,V3,6c,0,0.0,10,0.0,2.0,9.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,
1,188.0,100.0,4,V9,7b,16,22.0,25,40.0,8.0,13.0,0.25,1.4,1.22,,,,,,,,,,,,,,
2,164.0,53.0,2,V6,0,12,0.0,11,0.0,5.0,0.0,0.20754716981132076,1.0,1.0,,,,,,,,,,,,,,
1,176.0,60.0,3,V7,7b,12,45.0,10,0.0,6.0,13.0,0.16666666666666666,1.0,1.75,,,,,,,,,,,,,,
1,175.0,63.5,4,V10,0,12,50.0,0,0.0,9.0,0.0,0.0,1.0,1.7874015748031495,,,,,,,,,,,,,,
1,190.0,82.0,3,V6,7a+,12,10.0,10,15.0,5.0,12.0,0.12195121951219512,1.1829268292682926,1.1219512195121952,,,,,,,,,,,,,,
1,177.0,66.0,8,V7,8a,12,0.0,20,0.0,6.0,17.0,0.30303030303030304,1.0,1.0,,,,,,,,,,,,,,
1,179.0,69.0,12,V10,8b,12,14.0,12,10.0,9.0,19.0,0.17391304347826086,1.144927536231884,1.2028985507246377,,,,,,,,,,,,,,
1,185.4,82.0,4,V7,7c+,12,49.8,0,0.0,6.0,16.0,0.0,1.0,1.6073170731707318,,,,,,,,,,,,,,
2,165.1,53.0,4,V3,6c,20,0.0,5,0.0,2.0,9.0,0.09433962264150944,1.0,1.0,,,,,,,,,,,,,,
2,157.0,47.0,8,V0,7c,16,0.0,0,14.0,,15.0,0.0,1.297872340425532,1.0,,,,,,,,,,,,,,
1,180.0,79.5,0,V4,0,12,0.0,18,30.0,3.0,0.0,0.22641509433962265,1.3773584905660377,1.0,,,,,,,,,,,,,,
1,186.0,73.0,2,V5,7a,8,0.0,12,0.0,4.0,11.0,0.1643835616438356,1.0,1.0,,,,,,,,,,,,,,
1,183.0,100.0,2,V6,7b,8,0.0,12,25.0,5.0,13.0,0.12,1.25,1.0,,,,,,,,,,,,,,
1,167.0,60.0,4,V9,6c,12,30.0,13,35.0,8.0,9.0,0.21666666666666667,1.5833333333333333,1.5,,,,,,,,,,,,,,
1,173.0,86.0,2,V6,7a,12,30.0,32,65.0,5.0,11.0,0.37209302325581395,1.755813953488372,1.3488372093023255,,,,,,,,,,,,,,
1,182.0,72.0,15,V11,8b,12,62.0,25,55.0,10.0,19.0,0.3472222222222222,1.7638888888888888,1.8611111111111112,,,,,,,,,,,,,,
1,170.0,64.0,1,V6,7b,4,0.0,16,0.0,5.0,13.0,0.25,1.0,1.0,,,,,,,,,,,,,,
1,182.0,76.0,5,V6,7b+,4,0.0,10,0.0,5.0,14.0,0.13157894736842105,1.0,1.0,,,,,,,,,,,,,,
1,175.0,177.0,4,V9,7c,8,0.0,25,35.0,8.0,15.0,0.14124293785310735,1.1977401129943503,1.0,,,,,,,,,,,,,,
1,178.0,70.3,0,V4,5b,12,0.0,18,50.0,3.0,3.0,0.25604551920341395,1.7112375533428166,1.0,,,,,,,,,,,,,,
1,183.0,80.0,2,V4,6b,12,0.0,10,0.0,3.0,7.0,0.125,1.0,1.0,,,,,,,,,,,,,,
1,175.0,85.0,3,V8,7b,16,0.0,0,0.0,7.0,13.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,182.0,73.0,15,V8,0,12,0.0,15,35.0,7.0,0.0,0.2054794520547945,1.4794520547945205,1.0,,,,,,,,,,,,,,
1,173.0,58.0,2,V8,0,8,25.0,0,20.0,7.0,0.0,0.0,1.3448275862068966,1.4310344827586208,,,,,,,,,,,,,,
1,62.0,172.0,8,V11,8a,12,50.0,13,0.0,10.0,17.0,0.0755813953488372,1.0,1.2906976744186047,,,,,,,,,,,,,,
1,193.0,79.0,2,V8,7b,12,0.0,20,0.0,7.0,13.0,0.25316455696202533,1.0,1.0,,,,,,,,,,,,,,
1,174.0,65.0,1,V5,6c,12,0.0,15,0.0,4.0,9.0,0.23076923076923078,1.0,1.0,,,,,,,,,,,,,,
1,186.0,72.5,2,V8,7c,16,38.5,20,30.0,7.0,15.0,0.27586206896551724,1.4137931034482758,1.5310344827586206,,,,,,,,,,,,,,
1,188.0,73.0,0,V0,5b,4,0.0,16,0.0,,3.0,0.2191780821917808,1.0,1.0,,,,,,,,,,,,,,
2,172.72,79.3787,3,V3,6c,16,0.0,1,0.0,2.0,9.0,0.012597837959049469,1.0,1.0,,,,,,,,,,,,,,
1,182.0,79.0,3,V6,6c,12,5.0,12,15.0,5.0,9.0,0.1518987341772152,1.1898734177215189,1.0632911392405062,,,,,,,,,,,,,,
1,178.0,74.0,1,V5,6b+,16,0.0,0,0.0,4.0,8.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,170.0,59.0,3,V8,0,20,0.0,20,45.0,7.0,0.0,0.3389830508474576,1.7627118644067796,1.0,,,,,,,,,,,,,,
2,168.0,69.0,5,V6,7b,16,0.0,6,0.0,5.0,13.0,0.08695652173913043,1.0,1.0,,,,,,,,,,,,,,
1,185.0,79.0,3,V6,7c,20,0.0,0,0.0,5.0,15.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,195.0,85.0,2,V5,0,12,0.0,0,0.0,4.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,176.0,63.5,3,V9,8a,12,0.0,0,0.0,8.0,17.0,0.0,1.0,1.0,,,,,,,,,,,,,,
2,165.0,56.0,3,V6,7a,12,0.0,0,0.0,5.0,11.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,178.0,72.0,10,V9,8a,16,13.0,18,32.0,8.0,17.0,0.25,1.4444444444444444,1.1805555555555556,,,,,,,,,,,,,,
1,185.0,73.0,7,V11,8b+,20,53.0,0,0.0,10.0,20.0,0.0,1.0,1.726027397260274,,,,,,,,,,,,,,
1,182.8,76.0,15,V8,8a,8,38.0,12,0.0,7.0,17.0,0.15789473684210525,1.0,1.5,,,,,,,,,,,,,,
1,178.0,72.0,2,V8,7a+,12,0.0,10,0.0,7.0,12.0,0.1388888888888889,1.0,1.0,,,,,,,,,,,,,,
1,180.0,86.0,1,V7,8b+,12,0.0,45,0.0,6.0,20.0,0.5232558139534884,1.0,1.0,,,,,,,,,,,,,,
1,174.0,75.0,12,V6,7c+,12,0.0,20,20.0,5.0,16.0,0.26666666666666666,1.2666666666666666,1.0,,,,,,,,,,,,,,
1,178.0,59.0,3,V8,7b,12,10.0,12,50.0,7.0,13.0,0.2033898305084746,1.847457627118644,1.1694915254237288,,,,,,,,,,,,,,
1,175.0,73.0,0,V2,0,8,0.0,12,0.0,,0.0,0.1643835616438356,1.0,1.0,,,,,,,,,,,,,,
1,178.0,70.0,15,V13,8c,16,56.0,25,55.0,12.0,21.0,0.35714285714285715,1.7857142857142858,1.8,,,,,,,,,,,,,,
2,170.0,59.0,1,V0,7a,16,0.0,3,0.0,,11.0,0.05084745762711865,1.0,1.0,,,,,,,,,,,,,,
1,177.0,70.0,5,V7,7b+,16,0.0,0,0.0,6.0,14.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,178.0,75.0,6,V7,6b+,16,0.0,12,45.0,6.0,8.0,0.16,1.6,1.0,,,,,,,,,,,,,,
2,165.0,65.0,5,V4,6b+,16,0.0,1,0.0,3.0,8.0,0.015384615384615385,1.0,1.0,,,,,,,,,,,,,,
1,174.0,73.0,4,V7,7c,12,29.0,15,40.0,6.0,15.0,0.2054794520547945,1.547945205479452,1.3972602739726028,,,,,,,,,,,,,,
1,180.0,65.77,8,V11,0,16,75.0,30,50.0,10.0,0.0,0.4561350159647256,1.760225026607876,2.1403375399118136,,,,,,,,,,,,,,
2,171.0,74.0,3,V5,7b,4,0.0,2,0.0,4.0,13.0,0.02702702702702703,1.0,1.0,,,,,,,,,,,,,,
1,170.0,66.5,11,V4,7a+,8,0.0,10,0.0,3.0,12.0,0.15037593984962405,1.0,1.0,,,,,,,,,,,,,,
1,188.0,87.0,1,V6,6c,12,0.0,8,0.0,5.0,9.0,0.09195402298850575,1.0,1.0,,,,,,,,,,,,,,
1,180.0,74.0,2,V8,7a+,12,30.0,12,45.0,7.0,12.0,0.16216216216216217,1.6081081081081081,1.4054054054054055,,,,,,,,,,,,,,
1,186.0,70.0,0,V5,6c,16,0.0,0,0.0,4.0,9.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,177.0,61.2,1,V5,0,12,0.0,0,0.0,4.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,175.0,73.0,15,V7,8b+,12,0.0,12,0.0,6.0,20.0,0.1643835616438356,1.0,1.0,,,,,,,,,,,,,,
1,168.0,55.0,6,V13,0,12,0.0,0,0.0,12.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,193.0,90.0,3,V0,7b,12,0.0,23,35.0,,13.0,0.25555555555555554,1.3888888888888888,1.0,,,,,,,,,,,,,,
1,175.0,56.7,8,V10,0,12,0.0,20,0.0,9.0,0.0,0.3527336860670194,1.0,1.0,,,,,,,,,,,,,,
1,160.0,52.0,2,V7,0,12,9.0,15,16.0,6.0,0.0,0.28846153846153844,1.3076923076923077,1.1730769230769231,,,,,,,,,,,,,,
1,185.0,67.0,6,V0,6c,8,0.0,0,0.0,,9.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,177.0,71.0,15,V10,8a+,12,0.0,25,32.0,9.0,18.0,0.352112676056338,1.4507042253521127,1.0,,,,,,,,,,,,,,
1,160.0,44.0,5,V9,0,28,55.0,0,16.0,8.0,0.0,0.0,1.3636363636363635,2.25,,,,,,,,,,,,,,
1,172.0,68.0,2,V9,0,12,0.0,25,50.0,8.0,0.0,0.36764705882352944,1.7352941176470589,1.0,,,,,,,,,,,,,,
1,180.0,63.0,15,V9,7c,12,35.0,22,20.0,8.0,15.0,0.3492063492063492,1.3174603174603174,1.5555555555555556,,,,,,,,,,,,,,
1,184.0,78.0,4,V11,7b+,16,35.0,20,30.0,10.0,14.0,0.2564102564102564,1.3846153846153846,1.4487179487179487,,,,,,,,,,,,,,
1,183.0,77.5,3,V10,0,20,39.0,18,38.0,9.0,0.0,0.23225806451612904,1.4903225806451612,1.5032258064516129,,,,,,,,,,,,,,
1,182.0,78.0,3,V7,6c,12,0.0,20,0.0,6.0,9.0,0.2564102564102564,1.0,1.0,,,,,,,,,,,,,,
1,184.0,90.0,15,V8,7b+,8,0.0,0,0.0,7.0,14.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,178.0,68.0,2,V8,7b+,8,0.0,0,0.0,7.0,14.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,178.0,79.0,13,V8,8a+,16,0.0,12,0.0,7.0,18.0,0.1518987341772152,1.0,1.0,,,,,,,,,,,,,,
1,190.0,87.0,1,V3,5b,8,0.0,8,25.0,2.0,3.0,0.09195402298850575,1.2873563218390804,1.0,,,,,,,,,,,,,,
1,185.0,86.0,10,V7,0,8,0.0,15,0.0,6.0,0.0,0.1744186046511628,1.0,1.0,,,,,,,,,,,,,,
1,176.0,70.0,0,V3,6c,8,0.0,19,0.0,2.0,9.0,0.2714285714285714,1.0,1.0,,,,,,,,,,,,,,
1,185.0,68.0,4,V8,7b,12,0.0,10,0.0,7.0,13.0,0.14705882352941177,1.0,1.0,,,,,,,,,,,,,,
1,183.0,84.0,1,V8,7b,24,23.0,14,27.0,7.0,13.0,0.16666666666666666,1.3214285714285714,1.2738095238095237,,,,,,,,,,,,,,
1,185.0,82.0,1,V6,7a+,12,0.0,16,0.0,5.0,12.0,0.1951219512195122,1.0,1.0,,,,,,,,,,,,,,
1,184.0,75.0,4,V7,7b,12,0.0,20,20.0,6.0,13.0,0.26666666666666666,1.2666666666666666,1.0,,,,,,,,,,,,,,
2,175.0,55.0,12,V0,7b,8,0.0,0,0.0,,13.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,188.0,83.5,4,V6,7a+,12,0.0,0,0.0,5.0,12.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,187.96,73.5,3,V8,0,12,22.5,0,0.0,7.0,0.0,0.0,1.0,1.3061224489795917,,,,,,,,,,,,,,
1,172.0,67.0,4,V9,7c+,16,0.0,20,40.0,8.0,16.0,0.29850746268656714,1.5970149253731343,1.0,,,,,,,,,,,,,,
1,183.0,68.0,2,V6,7a,12,0.0,0,0.0,5.0,11.0,0.0,1.0,1.0,,,,,,,,,,,,,,
2,157.5,48.5,3,V7,7c,16,0.0,7,0.0,6.0,15.0,0.14432989690721648,1.0,1.0,,,,,,,,,,,,,,
1,180.0,73.4,7,V10,0,12,0.0,25,0.0,9.0,0.0,0.3405994550408719,1.0,1.0,,,,,,,,,,,,,,
1,177.0,59.0,1,V6,6c,12,0.0,15,0.0,5.0,9.0,0.2542372881355932,1.0,1.0,,,,,,,,,,,,,,
1,178.0,58.0,2,V6,0,8,0.0,10,0.0,5.0,0.0,0.1724137931034483,1.0,1.0,,,,,,,,,,,,,,
1,181.0,74.0,0,V5,0,12,0.0,5,0.0,4.0,0.0,0.06756756756756757,1.0,1.0,,,,,,,,,,,,,,
2,168.0,52.0,8,V6,7a+,12,0.0,17,0.0,5.0,12.0,0.3269230769230769,1.0,1.0,,,,,,,,,,,,,,
1,180.0,71.0,4,V5,7b+,16,11.0,0,36.0,4.0,14.0,0.0,1.5070422535211268,1.1549295774647887,,,,,,,,,,,,,,
1,180.0,70.3,9,V11,8a,16,45.0,18,80.0,10.0,17.0,0.25604551920341395,2.1379800853485067,1.640113798008535,,,,,,,,,,,,,,
1,182.0,72.5,3,V4,6b,8,0.0,10,0.0,3.0,7.0,0.13793103448275862,1.0,1.0,,,,,,,,,,,,,,
1,178.0,85.0,6,V8,7b+,4,0.0,20,0.0,7.0,14.0,0.23529411764705882,1.0,1.0,,,,,,,,,,,,,,
1,183.0,93.0,1,V6,0,12,0.0,18,30.0,5.0,0.0,0.1935483870967742,1.3225806451612903,1.0,,,,,,,,,,,,,,
1,172.0,67.0,6,V6,7b+,8,0.0,0,0.0,5.0,14.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,176.0,58.0,6,V10,7c+,16,10.0,50,20.0,9.0,16.0,0.8620689655172413,1.3448275862068966,1.1724137931034482,,,,,,,,,,,,,,
1,181.0,79.4,3,V9,7c+,20,7.0,30,45.0,8.0,16.0,0.37783375314861456,1.566750629722922,1.0881612090680102,,,,,,,,,,,,,,
1,183.0,71.2,10,V7,7b,12,27.0,14,0.0,6.0,13.0,0.19662921348314605,1.0,1.3792134831460674,,,,,,,,,,,,,,
1,171.0,74.0,5,V6,7c,12,0.0,20,45.0,5.0,15.0,0.2702702702702703,1.6081081081081081,1.0,,,,,,,,,,,,,,
1,175.0,50.0,11,V7,6b+,4,0.0,10,0.0,6.0,8.0,0.2,1.0,1.0,,,,,,,,,,,,,,
1,190.0,100.0,0,V1,0,8,0.0,10,10.0,,0.0,0.1,1.1,1.0,,,,,,,,,,,,,,
1,178.0,78.0,3,V7,7a,16,0.0,15,7.0,6.0,11.0,0.19230769230769232,1.0897435897435896,1.0,,,,,,,,,,,,,,
1,173.0,61.2,4,V9,8a,20,0.0,0,0.0,8.0,17.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,167.0,60.5,5,V8,7b+,8,15.0,20,0.0,7.0,14.0,0.3305785123966942,1.0,1.2479338842975207,,,,,,,,,,,,,,
1,175.0,86.0,2,V6,7b,16,5.0,15,10.0,5.0,13.0,0.1744186046511628,1.1162790697674418,1.058139534883721,,,,,,,,,,,,,,
1,185.0,72.0,13,V11,8a+,12,25.0,0,0.0,10.0,18.0,0.0,1.0,1.3472222222222223,,,,,,,,,,,,,,
1,178.0,75.0,1,V0,7a,0,0.0,24,20.0,,11.0,0.32,1.2666666666666666,1.0,,,,,,,,,,,,,,
1,179.0,70.0,12,V6,7c,8,0.0,15,0.0,5.0,15.0,0.21428571428571427,1.0,1.0,,,,,,,,,,,,,,
1,175.0,68.0,4,V9,7b+,16,0.0,0,0.0,8.0,14.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,170.0,70.0,8,V7,0,4,0.0,6,20.0,6.0,0.0,0.08571428571428572,1.2857142857142858,1.0,,,,,,,,,,,,,,
1,165.0,63.0,15,V10,7a+,4,30.0,20,10.0,9.0,12.0,0.31746031746031744,1.1587301587301588,1.4761904761904763,,,,,,,,,,,,,,
2,163.0,53.0,1,V3,6c,8,0.0,2,0.0,2.0,9.0,0.03773584905660377,1.0,1.0,,,,,,,,,,,,,,
1,168.0,60.0,6,V5,7a+,8,4.5,0,12.0,4.0,12.0,0.0,1.2,1.075,,,,,,,,,,,,,,
1,178.0,75.0,13,V10,0,16,45.0,25,35.0,9.0,0.0,0.3333333333333333,1.4666666666666666,1.6,,,,,,,,,,,,,,
1,177.4,66.0,15,V10,8a+,16,16.0,20,35.0,9.0,18.0,0.30303030303030304,1.5303030303030303,1.2424242424242424,,,,,,,,,,,,,,
1,191.0,84.0,2,V3,6a,4,0.0,15,0.0,2.0,5.0,0.17857142857142858,1.0,1.0,,,,,,,,,,,,,,
2,172.0,67.0,8,V9,7c+,16,0.0,12,0.0,8.0,16.0,0.1791044776119403,1.0,1.0,,,,,,,,,,,,,,
1,180.5,65.8,2,V8,7b,12,0.0,15,0.0,7.0,13.0,0.22796352583586627,1.0,1.0,,,,,,,,,,,,,,
1,172.0,59.0,3,V7,0,16,0.0,15,40.0,6.0,0.0,0.2542372881355932,1.6779661016949152,1.0,,,,,,,,,,,,,,
2,153.0,45.5,0,V3,5b,8,0.0,5,0.0,2.0,3.0,0.10989010989010989,1.0,1.0,,,,,,,,,,,,,,
1,163.0,62.0,4,V10,7b+,16,40.0,15,0.0,9.0,14.0,0.24193548387096775,1.0,1.6451612903225807,,,,,,,,,,,,,,
1,171.0,64.0,1,V8,0,12,0.0,19,0.0,7.0,0.0,0.296875,1.0,1.0,,,,,,,,,,,,,,
1,178.0,65.0,3,V6,0,8,0.0,0,0.0,5.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,190.0,78.0,2,V6,8a,12,0.0,6,0.0,5.0,17.0,0.07692307692307693,1.0,1.0,,,,,,,,,,,,,,
2,152.0,51.0,1,V5,6c,12,0.0,8,0.0,4.0,9.0,0.1568627450980392,1.0,1.0,,,,,,,,,,,,,,
2,168.0,44.0,2,V2,6b,4,0.0,2,0.0,,7.0,0.045454545454545456,1.0,1.0,,,,,,,,,,,,,,
1,194.0,84.0,7,V8,8a,12,0.0,0,0.0,7.0,17.0,0.0,1.0,1.0,,,,,,,,,,,,,,
2,163.0,57.0,1,V3,4b,8,0.0,2,0.0,2.0,,0.03508771929824561,1.0,1.0,,,,,,,,,,,,,,
2,170.0,160.0,2,V5,0,16,0.0,0,0.0,4.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,188.0,73.0,0,V6,0,16,6.0,15,20.0,5.0,0.0,0.2054794520547945,1.273972602739726,1.082191780821918,,,,,,,,,,,,,,
1,178.0,73.0,15,V9,7c+,8,30.0,20,30.0,8.0,16.0,0.273972602739726,1.4109589041095891,1.4109589041095891,,,,,,,,,,,,,,
1,182.0,72.0,10,V11,8b,20,42.0,0,0.0,10.0,19.0,0.0,1.0,1.5833333333333333,,,,,,,,,,,,,,
1,165.0,54.0,6,V7,7b,12,30.0,0,20.0,6.0,13.0,0.0,1.3703703703703705,1.5555555555555556,,,,,,,,,,,,,,
1,187.0,86.0,2,V5,0,12,0.0,0,0.0,4.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
2,154.0,50.0,0,V1,0,8,0.0,0,0.0,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,74.0,1,V9,7b,20,18.5,16,30.0,8.0,13.0,0.21621621621621623,1.4054054054054055,1.25,,,,,,,,,,,,,,
1,182.0,68.0,3,V5,7b,8,0.0,14,11.0,4.0,13.0,0.20588235294117646,1.161764705882353,1.0,,,,,,,,,,,,,,
1,186.0,76.0,7,V8,7b,8,0.0,15,0.0,7.0,13.0,0.19736842105263158,1.0,1.0,,,,,,,,,,,,,,
2,163.0,48.0,1,V3,5c,4,0.0,0,0.0,2.0,4.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,70.0,5,V9,0,8,0.0,14,0.0,8.0,0.0,0.2,1.0,1.0,,,,,,,,,,,,,,
1,172.0,58.0,2,V12,0,20,10.0,25,0.0,11.0,0.0,0.43103448275862066,1.0,1.1724137931034482,,,,,,,,,,,,,,
1,180.3,65.7,2,V5,0,16,5.0,0,32.0,4.0,0.0,0.0,1.487062404870624,1.0761035007610351,,,,,,,,,,,,,,
1,188.0,72.5,1,V8,7b+,12,0.0,0,27.0,7.0,14.0,0.0,1.3724137931034484,1.0,,,,,,,,,,,,,,
1,168.0,59.0,2,V5,0,12,0.0,15,0.0,4.0,0.0,0.2542372881355932,1.0,1.0,,,,,,,,,,,,,,
1,160.0,52.0,1,V5,0,8,20.0,17,20.0,4.0,0.0,0.3269230769230769,1.3846153846153846,1.3846153846153846,,,,,,,,,,,,,,
1,192.0,78.0,1,V4,6b,12,0.0,8,15.0,3.0,7.0,0.10256410256410256,1.1923076923076923,1.0,,,,,,,,,,,,,,
1,172.0,95.0,0,V4,0,8,0.0,8,5.0,3.0,0.0,0.08421052631578947,1.0526315789473684,1.0,,,,,,,,,,,,,,
1,190.0,93.0,4,V7,0,16,0.0,15,0.0,6.0,0.0,0.16129032258064516,1.0,1.0,,,,,,,,,,,,,,
1,175.0,77.0,2,V9,7c,12,0.0,20,0.0,8.0,15.0,0.2597402597402597,1.0,1.0,,,,,,,,,,,,,,
1,172.0,75.0,0,V4,5b,12,0.0,8,0.0,3.0,3.0,0.10666666666666667,1.0,1.0,,,,,,,,,,,,,,
1,182.0,77.0,2,V7,6b+,12,0.0,15,0.0,6.0,8.0,0.19480519480519481,1.0,1.0,,,,,,,,,,,,,,
1,190.5,86.18,1,V7,0,24,0.0,0,0.0,6.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,177.0,79.0,1,V4,5c,16,0.0,25,0.0,3.0,4.0,0.31645569620253167,1.0,1.0,,,,,,,,,,,,,,
2,165.0,65.0,1,V2,6b+,4,0.0,2,0.0,,8.0,0.03076923076923077,1.0,1.0,,,,,,,,,,,,,,
1,180.0,65.0,2,V7,7a+,12,0.0,5,0.0,6.0,12.0,0.07692307692307693,1.0,1.0,,,,,,,,,,,,,,
1,180.0,74.0,1,V6,7b,12,0.0,24,0.0,5.0,13.0,0.32432432432432434,1.0,1.0,,,,,,,,,,,,,,
1,173.0,75.0,1,V6,0,8,0.0,8,0.0,5.0,0.0,0.10666666666666667,1.0,1.0,,,,,,,,,,,,,,
1,175.0,62.6,8,V10,8a,16,38.5,25,32.0,9.0,17.0,0.3993610223642172,1.511182108626198,1.6150159744408945,,,,,,,,,,,,,,
1,190.0,76.0,1,V5,7a,8,0.0,14,0.0,4.0,11.0,0.18421052631578946,1.0,1.0,,,,,,,,,,,,,,
1,170.0,68.0,1,V4,7a,16,0.0,0,0.0,3.0,11.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,188.0,70.0,2,V8,0,12,0.0,0,0.0,7.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,190.0,80.0,3,V7,0,12,0.0,0,0.0,6.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,165.0,60.7,1,V7,0,16,0.0,21,20.0,6.0,0.0,0.3459637561779242,1.329489291598023,1.0,,,,,,,,,,,,,,
1,190.0,83.0,2,V4,7a,12,0.0,6,0.0,3.0,11.0,0.07228915662650602,1.0,1.0,,,,,,,,,,,,,,
1,192.0,78.0,1,V4,6a,0,0.0,0,0.0,3.0,5.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,191.0,82.0,1,V6,7b,8,0.0,25,0.0,5.0,13.0,0.3048780487804878,1.0,1.0,,,,,,,,,,,,,,
1,198.0,85.0,1,V4,6c,8,0.0,0,0.0,3.0,9.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,181.0,74.0,0,V5,6b,8,0.0,22,0.0,4.0,7.0,0.2972972972972973,1.0,1.0,,,,,,,,,,,,,,
2,168.0,55.5,0,V2,6c,16,0.0,3,0.0,,9.0,0.05405405405405406,1.0,1.0,,,,,,,,,,,,,,
1,180.0,74.8,5,V8,4a,20,0.0,0,28.0,7.0,,0.0,1.374331550802139,1.0,,,,,,,,,,,,,,
2,180.0,76.0,15,V9,7c,16,18.0,13,16.0,8.0,15.0,0.17105263157894737,1.2105263157894737,1.236842105263158,,,,,,,,,,,,,,
1,177.0,68.0,3,V6,7a+,12,0.0,25,35.0,5.0,12.0,0.36764705882352944,1.5147058823529411,1.0,,,,,,,,,,,,,,
2,167.0,57.0,14,V9,7b+,16,18.0,12,25.0,8.0,14.0,0.21052631578947367,1.4385964912280702,1.3157894736842106,,,,,,,,,,,,,,
1,173.0,63.0,3,V7,0,12,0.0,25,0.0,6.0,0.0,0.3968253968253968,1.0,1.0,,,,,,,,,,,,,,
1,173.0,127.0,1,V7,7b+,12,0.0,15,0.0,6.0,14.0,0.11811023622047244,1.0,1.0,,,,,,,,,,,,,,
1,173.0,73.5,1,V4,0,12,0.0,8,0.0,3.0,0.0,0.10884353741496598,1.0,1.0,,,,,,,,,,,,,,
1,180.0,79.0,1,V6,7b,12,0.0,20,0.0,5.0,13.0,0.25316455696202533,1.0,1.0,,,,,,,,,,,,,,
