,age,sex,max_boulder_numeric,max_sport_numeric,exp,trainexp,season,days,height,weight,span,pullup,pushup,continuous,maxhang,weightedpull,repeaters1,longcamp,ohpr,ohll,dl,shortcamp,bmi_score,strength_to_weight_pullup,strength_to_weight_weightpull,strength_to_weight_maxhang,age_group
97,35.0,1.0,7.0,11.0,7.0,5.0,2.0,5.0,172.72,72.57477920000001,182.88,16.0,36.0,24.0,13.6077711,38.10175908,99.4,128.0,19.958064280000002,19.958064280000002,124.73790175,150.0,24.3,0.22046226218487755,1.5250000000000001,1.1875,30-39
98,29.0,2.0,5.0,9.0,4.0,1.0,2.0,2.5,162.56,53.07030729,165.735,10.0,16.0,40.0,29.48350405,22.6796185,90.0,70.0,13.6077711,13.6077711,108.8621688,100.0,20.1,0.1884292839186988,1.4273504273504274,1.5555555555555556,20-29
99,29.0,2.0,5.0,9.0,4.0,1.0,2.0,2.5,162.56,53.07030729,165.735,10.0,16.0,40.0,29.48350405,22.6796185,90.0,70.0,13.6077711,13.6077711,108.8621688,100.0,20.1,0.1884292839186988,1.4273504273504274,1.5555555555555556,20-29
100,26.0,1.0,7.0,9.0,5.0,3.0,2.0,4.166666666666667,167.64000000000001,64.86370891,167.64000000000001,10.0,21.0,28.0,24.947580350000003,22.6796185,123.0,81.6,18.325131748,17.871539378,77.1107029,150.4,23.1,0.154169414115299,1.3496503496503498,1.3846153846153846,20-29
101,26.0,1.0,7.0,9.0,5.0,3.0,2.0,4.166666666666667,167.64000000000001,64.86370891,167.64000000000001,10.0,21.0,28.0,24.947580350000003,22.6796185,123.0,81.6,18.325131748,17.871539378,77.1107029,150.4,23.1,0.154169414115299,1.3496503496503498,1.3846153846153846,20-29
102,39.0,2.0,5.6,10.6,5.2,3.4,2.4,3.166666666666667,164.592,57.969104886000004,164.08399999999997,15.0,28.8,52.2,32.02362132200001,36.74098197,273.0,245.0,22.861055448000002,18.778724118,98.701699712,450.0,21.339999999999996,0.2723370115759358,1.5970335415170374,1.4966100170743943,30-39
103,47.0,2.0,0.0,11.0,7.0,4.0,2.0,5.0,157.48,52.163122550000004,157.48,8.0,13.0,32.0,8.845051215000002,11.475886961,94.2,92.6,12.428430938000002,12.882023308,81.011597282,125.8,21.0,0.15336505195469743,1.2154491525423727,1.1652457627118644,40-49
104,45.0,1.0,10.0,15.0,7.0,7.0,4.0,13.333333333333334,172.72,66.67807839000001,172.72,23.0,43.0,85.0,47.62719885,45.359237,197.0,96.0,27.2155422,24.947580350000003,124.73790175,335.0,22.3,0.34494095443892403,1.6802721088435373,1.7142857142857142,40-49
105,31.0,2.0,9.0,15.0,7.0,7.0,3.0,12.5,167.64000000000001,58.9670081,169.164,14.0,18.0,48.0,18.143694800000002,18.143694800000002,140.0,70.0,17.690102430000003,17.23651006,112.03731539,145.0,21.0,0.23742089773756048,1.3076923076923077,1.3076923076923077,30-39
106,24.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,185.42000000000002,90.718474,185.42000000000002,6.0,13.0,27.0,9.071847400000001,0.0,5.0,57.0,24.04039561,19.958064280000002,102.05828325,70.0,26.4,0.06613867865546327,1.0,1.0999999999999999,20-29
107,32.0,1.0,6.0,13.0,7.0,3.0,1.0,3.75,180.34,67.13167076,182.88,18.0,35.0,45.0,36.287389600000004,52.163122550000004,135.0,105.0,22.044589182000003,21.590996812,120.65557042,152.0,20.6,0.2681297783329592,1.7770270270270272,1.5405405405405403,30-39
108,38.0,2.0,0.0,9.0,6.0,1.0,4.0,7.5,175.26,59.420600470000004,182.88,2.0,4.0,32.0,10.160469088000001,2.2679618500000003,72.2,87.0,15.603577527999999,14.06136347,78.47148001000001,110.0,19.3,0.03365836063891261,1.0381679389312977,1.155166641466177,30-39
109,49.0,1.0,4.0,11.0,7.0,4.0,2.0,6.25,181.61,72.57477920000001,190.5,16.0,17.0,31.0,8.164662660000001,31.751465900000003,90.0,40.0,18.143694800000002,15.875732950000002,86.63614267,71.0,22.0,0.22046226218487755,1.4375,1.1125,40-49
110,37.0,2.0,3.0,13.0,7.0,7.0,2.0,6.25,168.91,54.4310844,170.18,8.0,11.0,42.0,8.164662660000001,15.875732950000002,90.0,57.0,13.6077711,13.6077711,61.23496995,131.0,19.1,0.14697484145658504,1.2916666666666667,1.1500000000000001,30-39
111,35.0,1.0,0.0,17.0,4.0,3.0,3.0,2.9166666666666665,185.42000000000002,71.21400209000001,187.96,25.0,29.0,52.0,31.751465900000003,40.8233133,188.0,94.0,23.133210870000006,22.22602613,149.866919048,120.0,20.7,0.35105455761923177,1.573248407643312,1.4458598726114649,30-39
112,46.0,1.0,0.0,4.0,6.0,2.0,2.0,1.0,167.64000000000001,72.57477920000001,177.01260000000002,10.0,25.0,9.0,0.0,22.6796185,10.0,79.8,16.238606846000003,16.011810661000002,73.209808518,128.0,25.8,0.13778891386554848,1.3125,1.0,40-49
113,29.0,2.0,0.0,13.0,5.0,2.0,3.0,2.9166666666666665,162.56,53.523899660000005,168.91,13.0,25.0,38.0,15.875732950000002,17.23651006,173.0,88.0,23.223929344000002,22.951773922,100.24391376999999,119.0,20.3,0.2428821532545261,1.3220338983050848,1.2966101694915255,20-29
114,47.0,1.0,0.0,9.0,5.0,4.0,2.0,4.166666666666667,177.8,77.1107029,177.8,7.0,20.0,31.0,21.31884139,14.51495584,134.0,62.0,19.595190384,20.048782754,103.23762341199999,107.0,24.4,0.09077857854671428,1.188235294117647,1.276470588235294,40-49
115,38.0,2.0,1.0,3.0,4.0,2.0,2.0,4.166666666666667,175.26,80.28584949,172.72,2.0,12.0,15.0,9.071847400000001,0.0,37.0,59.0,13.607771100000003,13.335615678,93.167872798,37.0,26.1,0.024910990077387295,1.0,1.1129943502824857,30-39
116,35.0,2.0,0.0,13.0,6.0,3.0,4.0,4.0,175.26,64.41011654,170.18,9.0,11.0,26.0,9.071847400000001,22.6796185,40.0,45.0,19.958064280000002,18.778724118000003,100.334632244,80.0,21.0,0.13972960279323227,1.352112676056338,1.1408450704225352,30-39
117,48.0,1.0,4.0,13.0,7.0,2.0,3.0,6.25,167.64000000000001,62.142154690000005,175.26,20.0,53.0,69.0,21.31884139,20.41165665,246.0,106.0,22.6796185,23.586803240000002,122.288502952,203.6,22.1,0.32184271851806945,1.3284671532846717,1.3430656934306568,40-49
118,26.0,1.0,6.0,9.0,3.0,2.0,3.0,2.5,172.72,61.23496995,172.72,16.0,19.0,46.0,40.8233133,36.287389600000004,130.0,45.0,20.411656650000005,19.958064280000002,100.24391377,130.0,20.5,0.261288607033929,1.5925925925925926,1.6666666666666667,20-29
119,26.0,2.0,5.0,5.0,6.0,3.0,2.0,1.6666666666666667,172.72,54.4310844,182.88,4.0,19.0,29.0,15.875732950000002,7.71107029,109.0,70.43,15.149985158000002,15.149985158000002,75.74992579,79.38,18.2,0.07348742072829252,1.1416666666666666,1.2916666666666667,20-29
120,36.0,2.0,7.0,7.0,6.0,3.0,2.0,2.5,167.64000000000001,58.05982336,165.1,11.0,10.0,45.0,31.751465900000003,27.2155422,40.0,95.0,13.6077711,11.33980925,83.91458845000001,130.0,20.7,0.18945975656512917,1.4687500000000002,1.546875,30-39
121,27.0,2.0,8.0,13.0,4.0,1.0,3.0,8.666666666666666,165.1,58.9670081,170.18,10.0,10.0,23.0,6.80388555,15.875732950000002,62.0,90.0,13.6077711,13.6077711,74.84274105,137.0,21.6,0.1695863555268289,1.2692307692307692,1.1153846153846154,20-29
122,25.0,1.0,11.0,19.0,7.0,4.0,4.0,16.666666666666668,175.26,60.781377580000004,175.26,24.0,43.0,64.0,40.8233133,52.163122550000004,293.0,245.0,26.126920512000005,27.034105252,173.907314658,380.0,19.8,0.39485778301769114,1.8582089552238805,1.671641791044776,20-29
123,32.0,1.0,5.0,9.0,4.0,3.0,4.0,2.9166666666666665,177.8,79.83225712000001,183.89600000000002,12.0,31.0,35.0,18.143694800000002,31.751465900000003,76.0,66.0,22.770336974000003,22.498181552000002,118.84120094000002,73.0,25.3,0.1503151787624165,1.3977272727272727,1.2272727272727273,30-39
124,33.0,1.0,9.0,15.0,7.0,5.0,2.0,5.833333333333333,176.53,65.77089365,176.53,24.0,35.0,60.0,39.916128560000004,56.24545388,225.0,82.0,24.04039561,24.04039561,129.27382545,141.0,21.1,0.36490305465083184,1.8551724137931034,1.606896551724138,30-39
125,23.0,1.0,0.0,9.0,3.0,1.0,2.0,2.5,175.26,69.85322498000001,180.34,9.0,26.0,20.0,9.52543977,20.41165665,63.0,65.4,22.407463078000003,21.046685968000002,93.44002822,92.4,22.7,0.12884158179635702,1.2922077922077921,1.1363636363636365,20-29
126,31.0,1.0,9.0,13.0,4.0,2.0,4.0,3.8833333333333337,181.61,63.502931800000006,184.15,30.0,50.0,61.4,43.09127515,45.359237,330.0,144.4,23.314647818000005,23.314647818000005,168.464206218,232.2,19.3,0.47241913325330903,1.7142857142857142,1.6785714285714284,30-39
127,39.0,2.0,4.0,5.0,3.0,2.0,2.0,2.5,167.64000000000001,61.68856232,162.56,9.0,15.0,21.0,15.512859054000003,21.409559864,56.0,117.0,15.603577527999999,13.970644996,70.578972772,236.6,21.9,0.1458941440929337,1.3454799169425862,1.2454677684427176,30-39
128,39.0,1.0,4.0,9.0,4.0,3.0,2.0,6.666666666666667,172.72,72.12118683,172.72,12.2,25.0,30.0,18.143694800000002,27.2155422,118.8,113.0,25.85476509,25.85476509,81.6466266,165.4,24.2,0.1649494143816171,1.3773584905660377,1.2515723270440253,30-39
129,27.0,1.0,4.0,4.0,3.0,2.0,3.0,0.8333333333333334,170.18,66.67807839000001,175.26,16.0,51.0,43.0,27.2155422,34.01942775,96.0,60.0,18.143694800000002,18.143694800000002,115.21246198,88.4,23.0,0.2399589248270776,1.510204081632653,1.4081632653061225,20-29
130,28.0,1.0,4.0,5.0,3.0,2.0,3.0,2.9166666666666665,194.056,83.00740371,195.58,15.0,37.6,40.0,33.56583538,39.916128560000004,88.0,73.4,25.673328142000003,25.219735772,137.43848811,83.6,22.0,0.18070677228268653,1.4808743169398908,1.4043715846994536,20-29
131,35.0,1.0,0.0,13.0,7.0,2.0,4.0,5.0,177.8,68.94604024,182.88,16.0,32.0,52.0,26.30835746,27.2155422,126.4,100.8,24.947580350000003,24.947580350000003,102.05828325,184.2,21.8,0.2320655391419764,1.3947368421052633,1.381578947368421,30-39
