,age,sex,exp,trainexp,season,days,height,weight,span,pullup,pushup,continuous,maxhang,weightedpull,repeaters1,longcamp,shortcamp,ohpr,ohll,dl,bmi_score,strength_to_weight_pullup,strength_to_weight_weightpull,strength_to_weight_maxhang,max_sport_numeric,max_boulder_numeric
75,38.0,1.0,7.0,4.0,4.0,0.25,172.72,74.84274105,170.18,27.0,75.0,37.0,27.2155422,43.09127515,93.0,91.0,156.0,40.8233133,38.55535145,206.38452835,25.1,0.36075642902979965,1.5757575757575757,1.3636363636363638,9.0,0.0
76,24.0,2.0,3.0,3.0,2.0,2.5,157.48,58.9670081,157.48,2.0,30.0,7.0,0.0,0.0,15.0,20.0,25.0,11.33980925,11.33980925,54.4310844,23.8,0.033917271105365784,1.0,1.0,7.0,3.0
77,31.0,2.0,5.0,4.0,2.0,1.6666666666666667,173.99,65.77089365,175.26,8.0,8.0,60.0,15.875732950000002,11.33980925,98.0,55.0,132.0,13.607771099999999,13.607771099999999,72.12118683,21.7,0.12163435155027727,1.1724137931034484,1.2413793103448276,9.0,7.0
78,45.0,1.0,7.0,6.0,4.0,1.25,170.18,65.31730128000001,175.26,18.0,31.0,45.0,34.01942775,49.895160700000005,133.0,161.0,176.0,23.223929344000002,22.770336974,132.44897204,22.6,0.27557782773109696,1.7638888888888888,1.5208333333333333,13.0,7.0
79,25.0,1.0,3.0,1.0,2.0,1.3333333333333333,187.96,65.77089365,193.04,11.0,15.0,12.0,13.834567285000002,22.6796185,24.0,31.0,54.0,17.23651006,16.329325320000002,95.70799007000001,18.6,0.16724723338163125,1.3448275862068966,1.1921741400144843,9.0,4.0
80,34.0,1.0,6.0,4.0,4.0,8.333333333333334,175.26,67.13167076,365.76,13.6,28.0,61.0,38.55535145,28.485600836000003,152.0,112.6,190.6,23.949677136000002,23.496084766000003,117.48042382999999,21.9,0.20912130947748514,1.442384216768453,1.5743243243243243,13.0,5.0
81,27.0,2.0,4.0,3.0,2.0,1.6666666666666667,154.94,52.163122550000004,152.4,6.0,7.0,12.0,0.0,13.6077711,35.0,52.0,97.2,6.80388555,6.80388555,29.48350405,21.7,0.11502378896602308,1.2608695652173914,1.0,0.0,6.0
82,29.0,1.0,4.0,3.0,3.0,1.25,170.18,65.77089365,170.18,22.0,34.0,38.0,40.8233133,52.163122550000004,110.0,100.8,166.2,0.0,0.0,102.05828325,22.7,0.3344944667632625,1.7931034482758619,1.6206896551724137,0.0,9.0
83,30.0,2.0,6.0,1.0,4.0,1.6666666666666667,187.96,72.57477920000001,190.5,6.0,20.0,24.0,15.42214058,11.793401620000001,62.2,65.0,78.0,20.320938176000002,18.960161066000005,79.37866475000001,20.5,0.08267334831932908,1.1624999999999999,1.2125000000000001,9.0,5.0
84,45.0,2.0,7.0,1.0,1.0,8.333333333333334,160.02,56.69904625,162.56,7.0,15.0,55.0,18.143694800000002,9.071847400000001,200.0,119.0,295.0,17.962257852,17.417947008,104.235526626,22.1,0.12345886682353144,1.1600000000000001,1.32,13.0,4.0
85,42.0,1.0,7.0,7.0,3.0,7.666666666666667,175.26,69.39963261,177.8,28.0,43.0,76.0,43.09127515,49.895160700000005,220.0,218.0,303.0,32.20505827,27.2155422,154.2214058,22.6,0.403460349096508,1.7189542483660132,1.6209150326797386,15.0,6.0
86,31.0,1.0,6.0,3.0,3.0,2.5,167.64000000000001,64.41011654,172.72,21.0,53.0,103.0,28.12272694,45.359237,80.0,85.0,190.0,24.04039561,24.04039561,159.66451424,22.9,0.32603573985087525,1.704225352112676,1.436619718309859,13.0,9.0
87,40.0,2.0,7.0,1.0,1.0,1.25,175.26,66.22448602,172.72,2.0,10.0,13.0,5.2616714920000005,8.164662660000001,41.0,101.4,168.8,12.519149412,12.428430938000002,61.77928079400001,21.6,0.030200309888339393,1.1232876712328768,1.079428831886134,5.0,0.0
88,40.0,1.0,4.0,3.0,1.0,0.8333333333333334,182.88,88.45051215000001,190.5,10.0,25.0,34.0,18.143694800000002,29.48350405,67.0,51.0,81.0,22.316744604,21.863152234000005,84.36818082,26.4,0.11305757035121926,1.3333333333333333,1.205128205128205,9.0,6.0
89,31.0,1.0,7.0,2.0,1.0,2.0833333333333335,175.26,73.48196394,177.8,22.0,37.0,63.0,43.09127515,47.62719885,94.0,98.4,90.2,24.49398798,24.493987980000007,140.522916226,23.9,0.2993931955597103,1.6481481481481481,1.5864197530864197,9.0,9.0
90,38.0,1.0,3.0,1.0,3.0,2.5,175.26,71.21400209000001,167.894,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,10.976935354000002,10.523342984,67.313107708,23.2,0.0,1.0,1.0,5.0,0.0
91,34.0,2.0,4.0,2.0,2.0,2.5,170.18,67.58526313,180.34,11.0,18.0,31.0,36.287389600000004,24.947580350000003,150.0,113.6,171.2,19.50447191,19.050879540000004,102.69331256800001,23.3,0.1627573747673593,1.3691275167785235,1.5369127516778522,0.0,4.0
92,40.0,2.0,2.0,1.0,2.0,1.25,160.02,53.97749203,165.1,3.0,8.0,10.0,0.0,0.45359237,66.0,106.4,165.8,9.071847400000001,6.80388555,27.2155422,21.1,0.05557872155921283,1.0084033613445378,1.0,4.0,1.0
93,30.0,1.0,4.0,2.0,2.0,2.0833333333333335,175.26,72.57477920000001,185.42000000000002,9.0,17.0,31.0,18.143694800000002,24.947580350000003,68.0,72.6,98.0,24.947580350000003,20.41165665,115.66605435000001,23.6,0.12401002247899362,1.34375,1.25,7.0,3.0
94,27.0,2.0,7.0,6.0,4.0,2.9166666666666665,170.18,63.502931800000006,172.72,8.0,25.0,31.0,14.06136347,14.06136347,91.0,93.0,110.0,12.24699399,11.33980925,72.57477920000001,21.9,0.12597843553421575,1.2214285714285713,1.2214285714285713,9.0,4.0
95,37.0,2.0,6.0,1.0,2.0,7.5,175.26,68.0388555,182.88,3.0,8.0,10.0,0.0,4.535923700000001,4.0,63.0,57.0,16.147888372,14.877829736,77.201421374,22.1,0.044092452436975516,1.0666666666666667,1.0,11.0,0.0
96,25.0,1.0,7.0,3.0,4.0,8.333333333333334,180.34,71.66759446,190.5,16.0,15.0,54.0,45.359237,56.69904625,206.0,127.74,180.05,24.04039561,23.586803240000005,144.423810608,22.0,0.22325292373152159,1.7911392405063291,1.6329113924050633,17.0,12.0
97,25.0,1.0,2.0,2.0,1.0,2.3333333333333335,176.53,71.21400209000001,177.8,13.0,19.0,41.0,24.947580350000003,40.8233133,110.0,80.8,130.4,22.6796185,22.6796185,149.6854821,22.8,0.18254836996200052,1.573248407643312,1.3503184713375798,9.0,0.0
98,27.0,1.0,4.0,3.0,4.0,2.5,184.15,79.37866475,191.77,13.0,30.0,60.0,40.8233133,49.895160700000005,160.0,90.0,150.0,22.6796185,22.6796185,120.20197805000001,23.4,0.16377196619448048,1.6285714285714286,1.5142857142857145,11.0,7.0
99,26.0,2.0,5.0,2.0,3.0,3.4166666666666665,172.72,64.86370891,172.72,13.0,30.0,60.0,36.287389600000004,27.2155422,130.0,106.0,117.0,25.129017298,24.675424928,104.77983747,21.7,0.2004202383498887,1.4195804195804196,1.5594405594405594,9.0,4.0
100,24.0,2.0,4.0,2.0,1.0,3.3333333333333335,162.56,55.791861510000004,165.1,13.0,23.0,59.0,24.04039561,28.576319310000002,257.0,74.0,107.0,20.955967494000003,21.863152234,119.29479331000002,21.1,0.23300889499214703,1.5121951219512195,1.4308943089430894,9.0,0.0
101,35.0,1.0,6.0,3.0,1.8,3.3333333333333335,175.26,71.21400209000001,173.99,18.0,39.0,26.0,16.329325320000002,40.8233133,137.0,118.0,137.0,22.498181552000002,22.498181552000002,122.92353227000001,23.2,0.25275928148584687,1.573248407643312,1.229299363057325,13.0,5.0
102,37.0,1.0,5.0,1.0,3.0,4.166666666666667,177.038,59.874192840000006,177.8,17.0,45.0,60.0,24.947580350000003,40.36972093,126.0,110.8,169.8,20.41165665,19.323034962,116.57323908999999,19.1,0.28392867099567565,1.6061462144207876,1.4166666666666667,0.0,7.0
103,32.0,1.0,4.0,2.0,3.0,4.166666666666667,177.8,74.84274105,187.96,11.0,26.0,61.0,31.751465900000003,31.751465900000003,9.0,66.0,142.0,24.947580350000003,27.2155422,151.95344395,23.7,0.14697484145658504,1.4242424242424243,1.4242424242424243,9.0,7.0
104,39.0,1.0,5.0,5.0,2.0,1.6666666666666667,175.00600000000003,61.23496995,175.00600000000003,22.0,40.0,70.0,41.458342618,45.359237,151.6,120.4,181.6,24.131114084,23.13321087,139.25285759000002,20.0,0.35927183467165236,1.7407407407407407,1.6198840221358766,0.0,8.0
105,33.0,1.0,7.0,2.0,3.0,16.666666666666668,180.34,65.77089365,180.34,15.0,27.0,48.0,24.947580350000003,34.01942775,73.0,93.6,150.6,22.588900025999997,22.588900025999997,104.77983747,20.2,0.2280644091567699,1.517241379310345,1.3793103448275863,15.0,10.0
106,36.0,1.0,7.0,4.0,4.0,4.166666666666667,180.34,73.48196394,180.34,17.0,36.0,43.0,18.143694800000002,47.62719885,125.0,153.0,270.0,22.316744604,21.863152234,132.90256441000002,22.6,0.23134928747795797,1.6481481481481481,1.2469135802469136,13.0,6.0
107,36.0,2.0,7.0,3.0,3.0,7.5,177.8,73.93555631000001,172.72,5.0,29.0,11.0,0.0,9.979032140000001,23.0,86.2,132.0,15.875732950000002,15.875732950000002,79.83225712000001,23.4,0.06762646079290723,1.1349693251533741,1.0,9.0,0.0
108,23.0,2.0,3.0,2.0,2.0,2.9166666666666665,154.94,45.359237,160.02,15.0,33.0,41.0,18.59728717,24.947580350000003,100.0,92.0,105.0,12.70058636,12.70058636,95.70799007,18.9,0.3306933932773164,1.55,1.41,9.0,6.0
109,31.0,1.0,3.0,3.0,2.0,1.5,182.88,79.37866475,187.96,15.0,31.0,30.0,36.287389600000004,36.287389600000004,90.0,59.0,100.0,27.2155422,27.2155422,174.63306245,23.7,0.18896765330132365,1.457142857142857,1.457142857142857,3.0,5.0
110,28.0,1.0,5.0,4.0,1.0,2.0833333333333335,172.72,69.39963261,177.8,17.0,26.0,60.0,49.895160700000005,52.163122550000004,152.0,109.0,105.0,27.2155422,24.947580350000003,127.00586360000001,23.3,0.24495806909430842,1.7516339869281046,1.7189542483660132,0.0,0.0
111,30.0,1.0,6.0,2.0,4.0,4.166666666666667,179.07,79.37866475,193.04,16.0,31.0,50.0,45.359237,47.62719885,145.0,87.8,116.2,23.586803240000002,22.316744604,109.58791659200001,24.8,0.20156549685474523,1.6,1.5714285714285714,0.0,9.0
112,39.0,1.0,7.0,4.0,4.0,20.833333333333332,177.8,81.6466266,185.42000000000002,8.0,12.0,17.0,36.287389600000004,31.751465900000003,85.0,48.0,54.0,20.502375124,20.048782754,81.19303423,25.8,0.09798322763772337,1.3888888888888888,1.4444444444444444,13.0,6.0
113,32.0,1.0,5.0,1.0,3.0,4.166666666666667,177.8,70.30681735,172.72,12.0,15.0,14.0,15.875732950000002,20.41165665,45.0,15.0,28.0,18.143694800000002,18.143694800000002,83.91458845000001,22.2,0.17068046104635684,1.2903225806451613,1.2258064516129032,9.0,4.0
114,25.0,1.0,4.0,3.0,2.0,1.6666666666666667,190.5,68.0388555,193.04,15.0,21.0,45.0,34.01942775,34.01942775,146.0,60.0,95.0,15.875732950000002,15.875732950000002,102.05828325,18.7,0.22046226218487758,1.5,1.5,9.0,6.0
115,26.0,1.0,3.0,2.0,2.0,6.25,175.26,72.57477920000001,184.15,10.0,30.0,61.0,31.751465900000003,27.2155422,135.0,45.0,84.0,24.856861876,24.403269506,103.41906036,23.6,0.13778891386554848,1.375,1.4375,9.0,5.0
116,28.0,2.0,5.0,3.0,3.0,8.333333333333334,162.56,53.07030729,167.64000000000001,5.0,20.0,20.0,7.71107029,9.071847400000001,43.0,0.0,0.0,15.875732950000002,16.147888372,74.84274105,20.1,0.0942146419593494,1.170940170940171,1.1452991452991452,11.0,5.0
117,20.0,1.0,7.0,5.0,3.0,8.333333333333334,182.88,71.66759446,182.88,19.0,37.0,70.0,45.359237,40.8233133,45.0,63.2,80.8,22.6796185,20.41165665,142.88159655,21.4,0.26511284693118187,1.5696202531645569,1.6329113924050633,13.0,9.0
118,33.0,1.0,5.0,3.0,4.0,8.333333333333334,187.96,78.01788764,187.96,14.0,23.0,36.0,15.875732950000002,43.544867520000004,123.0,86.0,155.0,24.04039561,24.04039561,147.41752025,22.1,0.17944602735978407,1.5581395348837208,1.2034883720930232,9.0,6.0
119,33.0,1.0,5.0,3.0,4.0,8.333333333333334,187.96,78.01788764,187.96,14.0,23.0,36.0,15.875732950000002,43.544867520000004,123.0,86.0,155.0,24.04039561,24.04039561,147.41752025,22.1,0.17944602735978407,1.5581395348837208,1.2034883720930232,9.0,6.0
120,39.0,2.0,7.0,5.0,2.0,4.166666666666667,162.56,52.163122550000004,165.1,26.0,53.0,70.0,29.48350405,34.01942775,480.0,141.2,345.4,23.133210870000003,23.586803240000002,137.43848811,19.7,0.4984364188527667,1.6521739130434783,1.565217391304348,15.0,8.0
121,39.0,2.0,7.0,5.0,2.0,4.166666666666667,162.56,52.163122550000004,165.1,26.0,53.0,70.0,29.48350405,34.01942775,480.0,141.2,345.4,23.133210870000003,23.586803240000002,137.43848811,19.7,0.4984364188527667,1.6521739130434783,1.565217391304348,15.0,8.0
122,35.0,1.0,7.0,5.0,2.0,5.0,172.72,72.57477920000001,182.88,16.0,36.0,24.0,13.6077711,38.10175908,99.4,128.0,150.0,19.958064280000002,19.958064280000002,124.73790175,24.3,0.22046226218487755,1.5250000000000001,1.1875,11.0,7.0
123,35.0,1.0,7.0,5.0,2.0,5.0,172.72,72.57477920000001,182.88,16.0,36.0,24.0,13.6077711,38.10175908,99.4,128.0,150.0,19.958064280000002,19.958064280000002,124.73790175,24.3,0.22046226218487755,1.5250000000000001,1.1875,11.0,7.0
124,29.0,2.0,4.0,1.0,2.0,2.5,162.56,53.07030729,165.735,10.0,16.0,40.0,29.48350405,22.6796185,90.0,70.0,100.0,13.6077711,13.6077711,108.8621688,20.1,0.1884292839186988,1.4273504273504274,1.5555555555555556,9.0,5.0
125,29.0,2.0,4.0,1.0,2.0,2.5,162.56,53.07030729,165.735,10.0,16.0,40.0,29.48350405,22.6796185,90.0,70.0,100.0,13.6077711,13.6077711,108.8621688,20.1,0.1884292839186988,1.4273504273504274,1.5555555555555556,9.0,5.0
126,26.0,1.0,5.0,3.0,2.0,4.166666666666667,167.64000000000001,64.86370891,167.64000000000001,10.0,21.0,28.0,24.947580350000003,22.6796185,123.0,81.6,150.4,18.325131748,17.871539378,77.1107029,23.1,0.154169414115299,1.3496503496503498,1.3846153846153846,9.0,7.0
127,26.0,1.0,5.0,3.0,2.0,4.166666666666667,167.64000000000001,64.86370891,167.64000000000001,10.0,21.0,28.0,24.947580350000003,22.6796185,123.0,81.6,150.4,18.325131748,17.871539378,77.1107029,23.1,0.154169414115299,1.3496503496503498,1.3846153846153846,9.0,7.0
128,38.0,1.0,7.0,3.0,3.0,5.166666666666667,174.625,66.22448602,179.705,14.0,31.0,45.0,34.926612490000004,29.48350405,117.0,58.0,110.0,20.41165665,17.69010243,102.05828325,21.7,0.21140216921837576,1.4452054794520548,1.5273972602739725,0.0,10.0
129,38.0,1.0,7.0,3.0,3.0,5.166666666666667,174.625,66.22448602,179.705,14.0,31.0,45.0,34.926612490000004,29.48350405,117.0,58.0,110.0,20.41165665,17.69010243,102.05828325,21.7,0.21140216921837576,1.4452054794520548,1.5273972602739725,0.0,10.0
130,39.0,2.0,5.2,3.4,2.4,3.166666666666667,164.59199999999998,57.969104886000004,164.08399999999997,15.0,28.8,52.2,32.02362132200001,35.198767912,273.0,245.0,450.0,22.861055448000002,18.778724118,98.701699712,21.339999999999996,0.2723370115759358,1.5465324521924189,1.4966100170743943,10.6,5.6
131,47.0,2.0,7.0,4.0,2.0,5.0,157.48,52.163122550000004,157.48,8.0,13.0,32.0,8.845051215000002,11.475886961,94.2,92.6,125.8,12.428430938000002,12.882023308,81.011597282,21.0,0.15336505195469743,1.2154491525423727,1.1652457627118644,11.0,0.0
132,45.0,1.0,7.0,7.0,4.0,13.333333333333334,172.72,66.67807839000001,172.72,23.0,43.0,85.0,47.62719885,45.359237,197.0,96.0,335.0,27.2155422,24.947580350000003,124.73790175,22.3,0.34494095443892403,1.6802721088435373,1.7142857142857142,15.0,10.0
133,31.0,1.0,5.0,3.0,1.0,2.5,187.96,84.82177319,198.12,19.0,28.0,45.0,42.63768278,59.874192840000006,11.0,80.0,117.0,31.751465900000003,31.751465900000003,158.7573295,24.0,0.22399908992046386,1.7058823529411766,1.5026737967914436,0.0,8.0
134,31.0,2.0,7.0,7.0,3.0,12.5,167.64000000000001,58.9670081,169.164,14.0,18.0,48.0,18.143694800000002,18.143694800000002,140.0,70.0,145.0,17.690102430000003,17.23651006,112.03731539,21.0,0.23742089773756048,1.3076923076923077,1.3076923076923077,15.0,9.0
135,55.0,1.0,7.0,7.0,3.0,6.666666666666667,187.96,81.6466266,187.96,50.0,90.0,42.0,40.8233133,61.23496995,477.0,138.0,662.0,22.6796185,29.48350405,0.0,23.1,0.612395172735771,1.75,1.5,13.0,7.0
136,24.0,1.0,5.0,2.0,3.0,1.0,185.42000000000002,90.718474,185.42000000000002,6.0,13.0,27.0,9.071847400000001,0.0,5.0,57.0,70.0,24.04039561,19.958064280000002,102.05828325,26.4,0.06613867865546327,1.0,1.0999999999999999,3.0,1.0
137,32.0,1.0,7.0,3.0,1.0,3.75,180.34,67.13167076,182.88,18.0,35.0,45.0,36.287389600000004,52.163122550000004,135.0,105.0,152.0,22.044589182000003,21.590996812,120.65557042,20.6,0.2681297783329592,1.7770270270270272,1.5405405405405403,13.0,6.0
138,27.0,1.0,6.0,3.0,4.0,8.333333333333334,180.34,79.37866475,438.15000000000003,10.0,38.0,28.0,31.751465900000003,45.359237,155.0,45.0,57.0,22.6796185,20.41165665,106.59420695,24.4,0.12597843553421575,1.5714285714285714,1.4,17.0,8.0
139,38.0,2.0,6.0,1.0,4.0,7.5,175.26,59.420600470000004,182.88,2.0,4.0,32.0,10.160469088000001,2.2679618500000003,72.2,87.0,110.0,15.603577527999999,14.06136347,78.47148001000001,19.3,0.03365836063891261,1.0381679389312977,1.155166641466177,9.0,0.0
140,36.0,2.0,6.0,4.0,4.0,2.0833333333333335,166.37,55.791861510000004,170.18,12.0,37.0,53.0,23.586803240000002,18.143694800000002,475.0,140.0,509.0,21.046685968,21.500278338,118.84120094,20.2,0.21508513383890493,1.3252032520325203,1.4227642276422765,11.0,0.0
141,37.0,1.0,6.0,5.0,2.0,1.25,185.42000000000002,77.1107029,185.42000000000002,16.0,23.0,63.0,35.38020486,34.01942775,195.0,70.0,80.0,23.314647818000005,23.314647818000005,132.630408988,22.4,0.20749389382106123,1.449228566791858,1.4588235294117646,0.0,6.0
142,49.0,1.0,7.0,4.0,2.0,6.25,181.61,72.57477920000001,190.5,16.0,17.0,31.0,8.164662660000001,31.751465900000003,90.0,40.0,71.0,18.143694800000002,15.875732950000002,86.63614267,22.0,0.22046226218487755,1.4375,1.1125,11.0,4.0
143,37.0,2.0,7.0,7.0,2.0,6.25,168.91,54.4310844,170.18,8.0,11.0,42.0,8.164662660000001,15.875732950000002,90.0,57.0,131.0,13.6077711,13.6077711,61.23496995,19.1,0.14697484145658504,1.2916666666666667,1.1500000000000001,13.0,3.0
144,29.0,1.0,5.0,3.0,3.0,4.166666666666667,177.8,74.84274105,182.88,13.0,36.0,30.0,27.2155422,31.751465900000003,78.0,56.0,60.0,20.139501228,20.139501228,123.37712464,23.7,0.17369753990323689,1.4242424242424243,1.3636363636363638,0.0,7.0
145,35.0,1.0,4.0,3.0,3.0,2.9166666666666665,185.42000000000002,71.21400209000001,187.96,25.0,29.0,52.0,31.751465900000003,40.8233133,188.0,94.0,120.0,23.133210870000006,22.22602613,149.866919048,20.7,0.35105455761923177,1.573248407643312,1.4458598726114649,17.0,0.0
146,46.0,1.0,6.0,2.0,2.0,1.0,167.64000000000001,72.57477920000001,177.01260000000002,10.0,25.0,9.0,0.0,22.6796185,10.0,79.8,128.0,16.238606846000003,16.011810661000002,73.209808518,25.8,0.13778891386554848,1.3125,1.0,4.0,0.0
147,31.0,2.0,6.0,4.0,1.0,1.25,173.99,65.77089365,176.784,10.0,10.0,55.0,20.41165665,15.875732950000002,87.0,127.6,219.6,12.700586359999999,12.700586359999999,52.163122550000004,21.7,0.1520429394378466,1.2413793103448276,1.3103448275862069,0.0,7.0
148,29.0,2.0,5.0,2.0,3.0,2.9166666666666665,162.56,53.523899660000005,168.91,13.0,25.0,38.0,15.875732950000002,17.23651006,173.0,88.0,119.0,23.223929344000002,22.951773922,100.24391376999999,20.3,0.2428821532545261,1.3220338983050848,1.2966101694915255,13.0,0.0
149,47.0,1.0,5.0,4.0,2.0,4.166666666666667,177.8,77.1107029,177.8,7.0,20.0,31.0,21.31884139,14.51495584,134.0,62.0,107.0,19.595190384,20.048782754,103.23762341199999,24.4,0.09077857854671428,1.188235294117647,1.276470588235294,9.0,0.0
150,38.0,2.0,4.0,2.0,2.0,4.166666666666667,175.26,80.28584949,172.72,2.0,12.0,15.0,9.071847400000001,0.0,37.0,59.0,37.0,13.607771100000003,13.335615678,93.167872798,26.1,0.024910990077387295,1.0,1.1129943502824857,3.0,1.0
151,42.0,1.0,7.0,3.0,2.0,4.583333333333333,281.94,69.39963261,439.42,9.0,18.0,24.0,7.71107029,11.33980925,80.0,60.0,75.0,23.042492396,22.588900025999997,132.90256441,8.7,0.1296836836381633,1.1633986928104576,1.111111111111111,9.0,1.0
152,35.0,2.0,6.0,3.0,4.0,4.0,175.26,64.41011654,170.18,9.0,11.0,26.0,9.071847400000001,22.6796185,40.0,45.0,80.0,19.958064280000002,18.778724118000003,100.334632244,21.0,0.13972960279323227,1.352112676056338,1.1408450704225352,13.0,0.0
153,48.0,1.0,7.0,2.0,3.0,6.25,167.64000000000001,62.142154690000005,175.26,20.0,53.0,69.0,21.31884139,20.41165665,246.0,106.0,203.6,22.6796185,23.586803240000002,122.288502952,22.1,0.32184271851806945,1.3284671532846717,1.3430656934306568,13.0,4.0
154,28.0,1.0,7.0,7.0,2.0,0.8333333333333334,172.72,75.74992579,172.72,14.0,17.0,44.0,63.502931800000006,49.895160700000005,131.0,84.0,122.0,26.761949830000002,25.85476509,129.27382545,25.4,0.1848186629094782,1.658682634730539,1.8383233532934133,0.0,7.0
155,26.0,1.0,3.0,2.0,3.0,2.5,172.72,61.23496995,172.72,16.0,19.0,46.0,40.8233133,36.287389600000004,130.0,45.0,130.0,20.411656650000005,19.958064280000002,100.24391377,20.5,0.261288607033929,1.5925925925925926,1.6666666666666667,9.0,6.0
156,26.0,2.0,6.0,3.0,2.0,1.6666666666666667,172.72,54.4310844,182.88,4.0,19.0,29.0,15.875732950000002,7.71107029,109.0,70.43,79.38,15.149985158000002,15.149985158000002,75.74992579,18.2,0.07348742072829252,1.1416666666666666,1.2916666666666667,5.0,5.0
157,29.0,1.0,2.0,2.0,1.0,1.6666666666666667,190.5,81.19303423000001,190.5,17.0,43.0,40.0,32.658650640000005,41.73049804,100.0,71.0,81.2,28.576319310000002,28.576319310000002,153.31422106,22.4,0.20937756743815186,1.5139664804469273,1.4022346368715084,0.0,6.0
158,36.0,2.0,6.0,3.0,2.0,2.5,167.64000000000001,58.05982336,165.1,11.0,10.0,45.0,31.751465900000003,27.2155422,40.0,95.0,130.0,13.6077711,11.33980925,83.91458845000001,20.7,0.18945975656512917,1.4687500000000002,1.546875,7.0,7.0
159,27.0,2.0,4.0,1.0,3.0,8.666666666666666,165.1,58.9670081,170.18,10.0,10.0,23.0,6.80388555,15.875732950000002,62.0,90.0,137.0,13.6077711,13.6077711,74.84274105,21.6,0.1695863555268289,1.2692307692307692,1.1153846153846154,13.0,8.0
160,25.0,1.0,7.0,4.0,4.0,16.666666666666668,175.26,60.781377580000004,175.26,24.0,43.0,64.0,40.8233133,52.163122550000004,293.0,245.0,380.0,26.126920512000005,27.034105252,173.907314658,19.8,0.39485778301769114,1.8582089552238805,1.671641791044776,19.0,11.0
161,25.0,1.0,5.0,3.0,3.0,3.75,187.96,78.92507238,193.04,28.0,32.0,71.0,68.0388555,55.33826914,356.0,128.0,142.0,28.757756258,28.757756258000008,187.96867812800002,22.3,0.35476685868830876,1.7011494252873565,1.8620689655172413,9.0,7.0
162,33.0,1.0,4.0,3.0,4.0,2.5,172.72,67.58526313,175.26,21.0,29.0,73.0,49.895160700000005,43.09127515,156.0,143.0,126.0,24.131114084,24.131114084000004,149.6854821,22.7,0.31071862455586774,1.6375838926174497,1.738255033557047,0.0,9.0
163,32.0,1.0,4.0,3.0,4.0,2.9166666666666665,177.8,79.83225712000001,183.89600000000002,12.0,31.0,35.0,18.143694800000002,31.751465900000003,76.0,66.0,73.0,22.770336974000003,22.498181552000002,118.84120094000002,25.3,0.1503151787624165,1.3977272727272727,1.2272727272727273,9.0,5.0
164,33.0,1.0,7.0,5.0,2.0,5.833333333333333,176.53,65.77089365,176.53,24.0,35.0,60.0,39.916128560000004,56.24545388,225.0,82.0,141.0,24.04039561,24.04039561,129.27382545,21.1,0.36490305465083184,1.8551724137931034,1.606896551724138,15.0,9.0
165,23.0,1.0,3.0,1.0,2.0,2.5,175.26,69.85322498000001,180.34,9.0,26.0,20.0,9.52543977,20.41165665,63.0,65.4,92.4,22.407463078000003,21.046685968000002,93.44002822,22.7,0.12884158179635702,1.2922077922077921,1.1363636363636365,9.0,0.0
166,26.0,2.0,3.0,2.0,2.0,1.6666666666666667,177.8,70.30681735,177.8,10.0,2.0,45.0,18.143694800000002,15.875732950000002,83.6,74.8,137.6,11.33980925,11.33980925,65.77089365,22.2,0.1422337175386307,1.2258064516129032,1.2580645161290323,0.0,5.0
167,27.0,1.0,3.0,2.0,4.0,2.0,170.18,68.0388555,170.18,40.0,60.0,35.0,27.2155422,54.4310844,80.0,30.0,30.0,31.751465900000003,31.751465900000003,129.27382545,23.5,0.5878993658263403,1.8,1.4000000000000001,5.0,4.0
168,31.0,1.0,4.0,2.0,4.0,3.8833333333333337,181.61,63.502931800000006,184.15,30.0,50.0,61.4,43.09127515,45.359237,330.0,144.4,232.2,23.314647818000005,23.314647818000005,168.464206218,19.3,0.47241913325330903,1.7142857142857142,1.6785714285714284,13.0,9.0
169,39.0,2.0,3.0,2.0,2.0,2.5,167.64000000000001,61.68856232,162.56,9.0,15.0,21.0,15.512859054000003,21.409559864,56.0,117.0,236.6,15.603577527999999,13.970644996,70.578972772,21.9,0.1458941440929337,1.3454799169425862,1.2454677684427176,5.0,4.0
170,39.0,1.0,4.0,3.0,2.0,6.666666666666667,172.72,72.12118683,172.72,12.2,25.0,30.0,18.143694800000002,27.2155422,118.8,113.0,165.4,25.85476509,25.85476509,81.6466266,24.2,0.1649494143816171,1.3773584905660377,1.2515723270440253,9.0,4.0
171,30.0,1.0,1.0,1.0,2.0,0.0,180.34,81.6466266,181.35600000000002,15.0,40.0,5.0,13.244897204,28.576319310000002,49.6,55.2,56.8,16.420043794,16.420043794,75.387051894,25.1,0.1837185518207313,1.3918793671481844,1.1844335831432606,0.0,0.0
172,27.0,1.0,3.0,2.0,3.0,0.8333333333333334,170.18,66.67807839000001,175.26,16.0,51.0,43.0,27.2155422,34.01942775,96.0,60.0,88.4,18.143694800000002,18.143694800000002,115.21246198,23.0,0.2399589248270776,1.510204081632653,1.4081632653061225,4.0,4.0
173,28.0,1.0,3.0,2.0,3.0,2.9166666666666665,194.056,83.00740371,195.58,15.0,37.6,40.0,33.56583538,39.916128560000004,88.0,73.4,83.6,25.673328142000003,25.219735772,137.43848811,22.0,0.18070677228268653,1.4808743169398908,1.4043715846994536,5.0,4.0
