mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06420512199401855,0.013607202521699504,0.0016751766204833984,0.00127348944923632,0.01,,1,2,100,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.3706470526439526,0.22789987667397826,0.36953777852703584,-0.09896980741862227,0.0819191286555736,0.1902068058163836,0.1797155434046651,417
0.11806955337524414,0.006381888296881664,0.0013427734375,0.0003527816158126147,0.01,,1,2,200,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.4306714293252071,0.20890360810558073,0.18018585416366484,-0.4536249727712889,-0.197678071531459,0.03369156945834095,0.3164686923474594,422
0.17630376815795898,0.013744744904869122,0.0011673450469970703,0.00013888772641236039,0.01,,1,2,300,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.440308884683706,0.1892709869169653,0.058491797176737026,-0.6259045012279387,-0.3390297785215308,-0.055372522194412244,0.38065306121658743,423
0.28053107261657717,0.020218232387421688,0.0013421058654785156,7.145232582625849e-05,0.01,,1,2,500,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.44221519580867485,0.17625632521562096,-0.01178551772056724,-0.7208589380427506,-0.4160430084885631,-0.10604318864551703,0.4155148792012999,428
0.05331931114196777,0.0008843104527410105,0.0007687091827392578,2.0312591326719166e-05,0.01,,1,4,100,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",0.4595980726790613,0.2593079284399218,0.4515749508170629,-0.0018452041013772291,0.2456602120237299,0.28285919197167975,0.16893588044160773,326
0.1066861629486084,0.0008234076790268477,0.0009322643280029296,6.90443739510311e-05,0.01,,1,4,200,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 200}",0.537459581119029,0.3233442265259887,0.49425915368305207,-0.2632612581520015,0.2076238205334091,0.25988510474189547,0.28720000129768564,369
0.1615828037261963,0.0015840370391575018,0.0010151386260986329,3.7466294421297594e-05,0.01,,1,4,300,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 300}",0.5499544235289099,0.331944906970997,0.4865324624078793,-0.3642667846226417,0.16314292275087994,0.23346158620720486,0.32745548358540916,406
0.2720034122467041,0.00327006483427995,0.0013997077941894532,0.000157619847987553,0.01,,1,4,500,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 500}",0.5609136052206316,0.3282291500205132,0.4809868306529501,-0.42763341134865107,0.131547213141201,0.21480867753732896,0.3530348262612586,408
0.05325703620910645,0.0016174268848983557,0.00080413818359375,5.1905077188135744e-05,0.01,,1,6,100,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}",0.4432795481726822,0.2584206986613907,0.462255903385019,0.049188339214833565,0.15679338287567568,0.27398757446192024,0.1603846865319747,343
0.10291051864624023,0.0008893956525519902,0.0008730411529541016,1.2470362929066826e-05,0.01,,1,6,200,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 200}",0.550456669878886,0.36403218805835347,0.5247020461757774,-0.1804051186701483,0.032025892136888,0.2581623355159513,0.28676363919857545,376
0.16159992218017577,0.005711684572270894,0.0010806083679199218,6.628046790464905e-05,0.01,,1,6,300,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 300}",0.5972281454920674,0.35756802742980276,0.5332952245453577,-0.22326574485177253,-0.03891912214345927,0.2451813060943992,0.32240752941973133,401
0.2635204315185547,0.004089837229942443,0.0012665748596191405,3.599807902522848e-05,0.01,,1,6,500,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 500}",0.6082810392554681,0.36559954739975065,0.5215897912468154,-0.24453008956970534,-0.09776953668804489,0.23063415032885679,0.3403286801399805,407
0.05088400840759277,0.0005919233961426255,0.0007624149322509766,2.7804717743964804e-05,0.01,,2,2,100,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.43843604029409655,0.2189277831596642,0.5705549972820886,0.040741175905889326,0.31100611960335056,0.31593322324901785,0.1816613237174579,225
0.1035569190979004,0.0021304189787883557,0.0009712696075439454,0.00015118651304862354,0.01,,2,2,200,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.531965105720628,0.260936709199328,0.6098127106288187,-0.10344607855777621,0.3218484449965444,0.3242233783975086,0.2496517170679209,165
0.15345306396484376,0.00279967207924969,0.0010035514831542968,3.984099299987665e-05,0.01,,2,2,300,"{'learning_rate': 0.01, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.5584215703007447,0.2605990431434476,0.5644790865749406,-0.17878244175787472,0.31459047624194014,0.30386154690063966,0.27116573583094883,268
