mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.09489002227783203,0.007386499682340005,0.013420200347900391,0.0005636528171041389,,1,2,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.5222124738219895,0.5055735873565707,0.6607316363636364,0.23402180293501051,0.41048754669987564,0.4666054094354166,0.14109571574807978,68
0.2043905258178711,0.019529915299296877,0.02778792381286621,0.0006442801457294286,,1,2,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.5370009554973822,0.5026329508551635,0.655353090909091,0.24426687631027233,0.3882405354919055,0.4654988818127629,0.13960555767685348,84
0.27421278953552247,0.012573280910024631,0.03777151107788086,0.0011847208518259917,,1,2,300,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.532071250727167,0.5075998171802458,0.6498786833036245,0.2490662939669228,0.3817108343711084,0.4640653759098138,0.13715211084001974,108
0.4414306640625,0.0013800583237609503,0.06457757949829102,0.005591968817439064,,1,2,500,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.5389117821989529,0.5038593496427797,0.6459383888770053,0.2410173249475892,0.39314888667496883,0.46457514646825915,0.13787067844828702,96
0.08712773323059082,0.000500204983604285,0.012834882736206055,0.0001818162388769238,,1,5,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.5330421190174812,0.5038137414328894,0.6306459179036799,0.2736827448765866,0.4239930055348661,0.4730355057531006,0.11961256250247389,16
0.17314605712890624,0.0025810055731352328,0.024503183364868165,0.0002070221018731098,,1,5,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.544424580488212,0.5070862118397055,0.624031591519864,0.25767923634912837,0.39737829139274894,0.4661199823179317,0.1272154731374042,75
0.25954771041870117,0.0028649296988633175,0.03712773323059082,0.0007247735322182025,,1,5,300,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.537724309292734,0.5099015640035174,0.6216986555817465,0.25496217348463746,0.3992854594520937,0.46471443236294585,0.12672278874420126,89
0.43214430809021,0.0023972897792628885,0.06024923324584961,0.0003378087415740646,,1,5,500,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",0.544759844523811,0.5049623078706809,0.6236994165103703,0.24875663530669445,0.41729183174219675,0.46789400719075064,0.1281713769558881,51
0.08502039909362794,0.0004722721355460685,0.012848615646362305,0.0004617379194552238,,1,10,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.5184824112644624,0.5089349572666841,0.5940241072152781,0.26335404282705754,0.4700698164225813,0.4709730669992127,0.11130703164063932,27
0.16729655265808105,0.0007295401981646513,0.02478022575378418,0.0009839202562366975,,1,10,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.5381527359092912,0.5090845824461486,0.5894301201204798,0.26515934135472286,0.4349870114863734,0.4673627582634031,0.11277125801187436,60
0.25284719467163086,0.003285214514632636,0.036522197723388675,0.0003246330486399112,,1,10,300,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.5346840253091563,0.5112478791563008,0.5869483685945083,0.2615719871431408,0.428997387450506,0.4646899295307224,0.11361760261456395,90
0.4213249206542969,0.006901360640388545,0.06058545112609863,0.0005225125227386002,,1,10,500,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.541455189589079,0.506521368077496,0.5819586682806295,0.2595011613098027,0.4384185806826044,0.4655709935879223,0.11329913017818533,83
0.08684391975402832,0.0026913732772725157,0.01265091896057129,0.00012263519374998603,,2,2,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.5242093901028536,0.5117010931672452,0.6186185596630169,0.2339739998113226,0.4325874142996886,0.46421809140882536,0.1293877408582757,105
0.17248988151550293,0.0020198764161557473,0.024769687652587892,0.0002162792480429466,,2,2,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.5313329022288855,0.5120513970286729,0.612412623628182,0.2068775920516337,0.42394648686181646,0.45732420035983806,0.13882532075300316,144
0.2582415580749512,0.0019716824212836622,0.03685159683227539,0.0003017157643406688,,2,2,300,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.5290435355102483,0.5197266472250472,0.6105041652714089,0.2044109825181737,0.4240060830104543,0.4575382827070665,0.1396973826569186,143
0.4301928520202637,0.0018474633994405175,0.06103944778442383,0.0005263175537047204,,2,2,500,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.5361659437884811,0.5138327552432513,0.6126515515432308,0.20936015396286423,0.4335161853434154,0.4611053179762486,0.1382152878229944,136
0.08618607521057128,0.001523017439904862,0.012816286087036133,0.00015448041833030263,,2,5,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.5277333708033496,0.5154485452577503,0.6143638899681663,0.24583388812352447,0.4500762079714995,0.470691180424858,0.12400375772355982,29
0.17422327995300294,0.002176311184132136,0.02530803680419922,0.00029581539984883265,,2,5,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.5387961474037808,0.5159451651020746,0.6141502462092256,0.218885881852374,0.42494770696104656,0.46254502950570037,0.13596564867039998,121
0.2570517539978027,0.0012057841986037186,0.037211275100708006,0.0005141581560730068,,2,5,300,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.5329543504237533,0.521180682756615,0.6108450621416393,0.21833215380868343,0.43058496191898366,0.4627794422099349,0.13494414534458174,120
0.43042545318603515,0.004018420701262703,0.060890579223632814,0.0006500440756024854,,2,5,500,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",0.5406885520445756,0.5150567810716362,0.6090988938909732,0.22094485345535342,0.4369543858562108,0.4645486932637498,0.1336767609580965,97
0.08783116340637206,0.003479505044570757,0.013161993026733399,0.0002924868599101035,,2,10,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.5243935379343923,0.5144639204000585,0.5761096899036362,0.26121782836239305,0.47020911435589596,0.46927881819127515,0.10934569208188458,38
0.16773695945739747,0.002303430734203266,0.024909019470214844,0.00025013183881104727,,2,10,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.5392203699005033,0.5134179129941879,0.5785931446329846,0.23999689736215712,0.44001029008654136,0.46224772299527483,0.11997446959178543,126
0.2548896312713623,0.004586431002061522,0.0374793529510498,0.0008926279702055783,,2,10,300,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",0.5356271378041246,0.5152185820331658,0.5778868016450155,0.23683882712017734,0.436273448276965,0.46036895937588973,0.12085448395400761,140
0.42160725593566895,0.008616500205441595,0.061005449295043944,0.0008240564044116806,,2,10,500,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}",0.5414210030571185,0.5116555036569876,0.5729543189726549,0.23616568880505673,0.4443204494578923,0.46130339278994204,0.120329133613563,133
0.08460674285888672,0.0024231066772235853,0.012856721878051758,0.00042586569261612357,,4,2,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.5268074879699285,0.5110325680465685,0.5636603705836063,0.26507592655853807,0.4767004441519763,0.4686553594621235,0.1055582861594515,44
0.1662926197052002,0.002466457213393363,0.024812984466552734,0.0002283748037332889,,4,2,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.5489978446791417,0.510066396824786,0.563254516431707,0.2530401416971677,0.4609449344577258,0.46726076681810563,0.11283477991117678,63
0.24921517372131347,0.0019687121555430156,0.03679900169372559,0.0002632944962170717,,4,2,300,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.5454910980783212,0.5116445541500252,0.5634795429240559,0.24250728508262354,0.45627095656605965,0.4638786873602171,0.11655528246856546,114
0.42078638076782227,0.009823788457577127,0.060684728622436526,0.00036050378930123746,,4,2,500,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",0.5542235031941598,0.5082220024271737,0.563072714458835,0.2298516322964247,0.46667913109521697,0.46440979669436205,0.12226452057122532,101
0.0853487491607666,0.002210689528884616,0.013435649871826171,0.0009457827500884174,,4,5,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.5268074879699285,0.5110325680465685,0.5636603705836063,0.26507592655853807,0.4767004441519763,0.4686553594621235,0.1055582861594515,44
0.16770024299621583,0.0025320573278784318,0.024667930603027344,0.0001439061363550601,,4,5,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.5489978446791417,0.510066396824786,0.563254516431707,0.2530401416971677,0.4609449344577258,0.46726076681810563,0.11283477991117678,63
