mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11432151794433594,0.014636568801980563,0.01479182243347168,0.0005509784880459722,,1,2,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.5222124738219895,0.5055735873565707,0.6607316363636364,0.23402180293501051,0.41048754669987564,0.4666054094354166,0.14109571574807978,68
0.21182451248168946,0.03687373469299163,0.026650142669677735,0.0006984939212071356,,1,2,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.5370009554973822,0.5026329508551635,0.655353090909091,0.24426687631027233,0.3882405354919055,0.4654988818127629,0.13960555767685348,84
0.299251651763916,0.023935205098214295,0.04388999938964844,0.011759662681925269,,1,2,300,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.532071250727167,0.5075998171802458,0.6498786833036245,0.2490662939669228,0.3817108343711084,0.4640653759098138,0.13715211084001974,108
0.5710124492645263,0.14219370380626656,0.06509051322937012,0.004470917862791882,,1,2,500,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.5389117821989529,0.5038593496427797,0.6459383888770053,0.2410173249475892,0.39314888667496883,0.46457514646825915,0.13787067844828702,96
0.08835625648498535,0.0010861796686492894,0.012798261642456055,0.000198074872499826,,1,5,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.5330421190174812,0.5038137414328894,0.6306459179036799,0.2736827448765866,0.4239930055348661,0.4730355057531006,0.11961256250247389,16
0.23782129287719728,0.1047931685960801,0.032346677780151364,0.009107766411100966,,1,5,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.544424580488212,0.5070862118397055,0.624031591519864,0.25767923634912837,0.39737829139274894,0.4661199823179317,0.1272154731374042,75
0.29987053871154784,0.02635192759934709,0.041587448120117186,0.003946884107727613,,1,5,300,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.537724309292734,0.5099015640035174,0.6216986555817465,0.25496217348463746,0.3992854594520937,0.46471443236294585,0.12672278874420126,89
0.4533804416656494,0.010204934660210283,0.06285429000854492,0.0014322133431188056,,1,5,500,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",0.544759844523811,0.5049623078706809,0.6236994165103703,0.24875663530669445,0.41729183174219675,0.46789400719075064,0.1281713769558881,51
0.08952817916870118,0.0022634737480581773,0.013203573226928712,0.0004088843292661938,,1,10,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.5184824112644624,0.5089349572666841,0.5940241072152781,0.26335404282705754,0.4700698164225813,0.4709730669992127,0.11130703164063932,27
0.17510547637939453,0.0022566655398804886,0.026159286499023438,0.00223009667275253,,1,10,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.5381527359092912,0.5090845824461486,0.5894301201204798,0.26515934135472286,0.4349870114863734,0.4673627582634031,0.11277125801187436,60
0.25565495491027834,0.003427035853340019,0.03706526756286621,0.000855266563949884,,1,10,300,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.5346840253091563,0.5112478791563008,0.5869483685945083,0.2615719871431408,0.428997387450506,0.4646899295307224,0.11361760261456395,90
0.42427778244018555,0.008426734540400639,0.06043143272399902,0.0003634451568611308,,1,10,500,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.541455189589079,0.506521368077496,0.5819586682806295,0.2595011613098027,0.4384185806826044,0.4655709935879223,0.11329913017818533,83
0.08608784675598144,0.000246900303865179,0.012811374664306641,0.00011747088323098175,,2,2,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.5242093901028536,0.5117010931672452,0.6186185596630169,0.2339739998113226,0.4325874142996886,0.46421809140882536,0.1293877408582757,105
0.1766511917114258,0.009198057175224277,0.024773025512695314,0.0002330437204212576,,2,2,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.5313329022288855,0.5120513970286729,0.612412623628182,0.2068775920516337,0.42394648686181646,0.45732420035983806,0.13882532075300316,144
0.25968136787414553,0.004592313198371275,0.03754482269287109,0.0013413548816510173,,2,2,300,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.5290435355102483,0.5197266472250472,0.6105041652714089,0.2044109825181737,0.4240060830104543,0.4575382827070665,0.1396973826569186,143
0.43499321937561036,0.0034893265287930333,0.06110377311706543,0.0013764456883748658,,2,2,500,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.5361659437884811,0.5138327552432513,0.6126515515432308,0.20936015396286423,0.4335161853434154,0.4611053179762486,0.1382152878229944,136
0.08662104606628418,0.0007241215706422651,0.013018417358398437,0.0003804750109651001,,2,5,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.5277333708033496,0.5154485452577503,0.6143638899681663,0.24583388812352447,0.4500762079714995,0.470691180424858,0.12400375772355982,29
